feature,delta_value,p_value,corrected_p_value
SMARCA4_72693,-16.67,0.09730610139965695,1.0
CCDC14_109288,-16.67,0.25521794743161264,1.0
RRP7B_118007,-16.67,0.36853633578785394,1.0
RP11-22B23.1_118534,-16.67,0.10561778711356294,1.0
C17orf85_119442,-16.67,0.1648694782393335,1.0
DPP7_10945,-16.660000000000004,0.00794676049856977,1.0
ANKRD42_109689,-16.659999999999997,0.13374668166288714,1.0
RP11-33B1.1_113981,-16.63,0.06389282602052074,1.0
HMGA1_43304,-16.625,0.2212426577410309,1.0
ZNF83_102788,-16.620000000000005,0.009097918888537452,1.0
ZNF205_25536,-16.6,0.006419574917668497,1.0
ZNF232_104405,-16.595,0.006323544529488144,1.0
EFNA1_104906,-16.540000000000006,0.004059196365555054,1.0
MTA1_20996,-16.539999999999992,0.005098026857055274,1.0
TEX22_20997,-16.539999999999992,0.005098026857055274,1.0
MLH3_68180,-16.525000000000013,0.024596308571150766,1.0
TOMM40L_62052,-16.52000000000001,0.10512978509605089,1.0
ZNF263_6479,-16.520000000000003,0.020000788049189037,1.0
NSUN5P1_7732,-16.515000000000015,0.3729648070489552,1.0
LAMTOR4_64925,-16.465000000000003,0.06752311588404392,1.0
HYAL3_127968,-16.46,0.04626948602565501,1.0
MAGED2_46666,-16.450000000000003,0.03906728930917262,1.0
ANKRD9_117078,-16.409999999999997,0.048499524329851884,1.0
HMGN2_34158,-16.400000000000006,0.1100348832238926,1.0
XPO6_34654,-16.4,0.11067380644027314,1.0
ASCC2_125829,-16.35,0.005862406089120098,1.0
METTL22_51601,-16.325000000000003,0.017850168327583297,1.0
CCDC14_45043,-16.310000000000002,0.0696181987135895,1.0
ENGASE_3303,-16.259999999999998,0.007209514981446167,1.0
SFXN5_8150,-16.235000000000014,0.013196551055302916,1.0
RWDD2A_28230,-16.230000000000004,0.06957168809187475,1.0
ENGASE_8886,-16.18,0.030015990784909116,1.0
SIGIRR_114926,-16.175,0.30390958856769745,1.0
SNHG8_92164,-16.150000000000006,0.3308518366986196,1.0
DDX46_28703,-16.15,0.12958776670514568,1.0
WDR53_129977,-16.129999999999995,0.11871247067218821,1.0
ARIH2_19786,-16.120000000000005,0.07469414441583266,1.0
PDCD6_49313,-16.119999999999997,0.6154047698320046,1.0
PTMA_32830,-16.110000000000003,0.12545678588899467,1.0
SRRM1_100577,-16.085,0.01403004468253031,1.0
SNRNP35_90438,-16.064999999999998,0.13579159585836734,1.0
CIRBP_128796,-16.05,0.23620462186957913,1.0
LUC7L_49588,-16.049999999999997,0.016226842567847496,1.0
BET1L_106038,-16.039999999999992,0.0022382787651524295,1.0
TMED4_49042,-16.0,0.030305759463731635,1.0
WASH6P_73742,-16.0,0.015162914607712514,1.0
ENTHD2_86522,-16.0,0.08344665931219525,1.0
MIER1_39804,-15.99499999999999,0.00011680974811111101,1.0
TGIF1_60503,-15.990000000000002,0.22215721445842962,1.0
BCL2L1_49718,-15.970000000000006,0.6652988577174523,1.0
ZNF595_49569,-15.959999999999994,0.6096494654780127,1.0
SLC2A8_128260,-15.93,0.2557525169120324,1.0
VCL_86921,-15.929999999999993,0.10766358529870078,1.0
STEAP3_31668,-15.925,0.07740910040670039,1.0
IMPDH2_121694,-15.829999999999998,0.18396546164997185,1.0
AC007040.11_44008,-15.824999999999989,0.013885763046234866,1.0
TEX261_44009,-15.824999999999989,0.013885763046234866,1.0
FAM118B_123027,-15.814999999999998,0.04518790506999346,1.0
DMTF1_83657,-15.809999999999999,0.012059498661417721,1.0
TBCCD1_35170,-15.790000000000006,0.00428500381287031,1.0
IFT172_105550,-15.79,0.8448345782873736,1.0
ANGEL2_74908,-15.780000000000001,0.059585499399904186,1.0
SYVN1_98180,-15.775000000000006,0.019454116265237926,1.0
MPPE1_9519,-15.760000000000005,0.03680884784251371,1.0
CEP120_87059,-15.740000000000002,0.11384976715778888,1.0
SLC25A29_116372,-15.740000000000002,0.010670537049040151,1.0
STAT6_92320,-15.694999999999993,0.1491844545988416,1.0
HARBI1_36805,-15.625,0.10255824464410729,1.0
RUVBL1_37093,-15.625,0.35750255359020766,1.0
RAB1A_120060,-15.619999999999997,0.11903423769813437,1.0
RBCK1_67026,-15.599999999999994,0.011290684523954996,1.0
GLYR1_116292,-15.590000000000003,0.07115181227064749,1.0
KLC3_20321,-15.585000000000008,0.15919055130885096,1.0
KRT8_76190,-15.57,0.06131340206721542,1.0
ILK_104843,-15.569999999999993,0.23794062852907316,1.0
NPIPA3_12348,-15.560000000000002,0.005085139905357959,1.0
ACAD11_48116,-15.560000000000002,0.1973374382013392,1.0
BOD1_73504,-15.560000000000002,0.18418845237529524,1.0
WDR54_67570,-15.555000000000007,0.3097799306635971,1.0
CORO7_64276,-15.550000000000011,0.2235561607851737,1.0
CORO7-PAM16_64277,-15.550000000000011,0.2235561607851737,1.0
LINC00963_62862,-15.52000000000001,0.0005238315507257992,1.0
SEC31A_113580,-15.520000000000003,0.3820043290460815,1.0
THAP9-AS1_113581,-15.520000000000003,0.3820043290460815,1.0
VPS29_130021,-15.495000000000005,0.04633278379449542,1.0
SBF1_72459,-15.490000000000002,0.047947858780799504,1.0
WDR91_44538,-15.46,0.01729915252295844,1.0
VPS29_13048,-15.424999999999997,0.014022501164396973,1.0
SLC25A3_81898,-15.424999999999997,0.12342162570793945,1.0
ATRN_128701,-15.419999999999998,0.06810410118932568,1.0
HERC2P9_11243,-15.41,0.10049778929847632,1.0
MRPL43_125375,-15.389999999999999,0.05431827641119907,1.0
CPSF7_89020,-15.385000000000005,0.08357585150469533,1.0
RPL21_65894,-15.384999999999991,0.9208789657138557,1.0
SLC25A36_91520,-15.380000000000003,0.10792381793615592,1.0
ZMYM1_78785,-15.379999999999995,0.08747480410128364,1.0
NLGN2_86407,-15.379999999999995,0.04383770336644938,1.0
ZNF330_117781,-15.379999999999995,0.24575778312074759,1.0
HLA-A_104501,-15.365,0.06560839007133214,1.0
BORA_47452,-15.364999999999995,0.12053603454347009,1.0
SH3YL1_131053,-15.350000000000001,0.5751341689469103,1.0
CDH24_108471,-15.344999999999999,0.06844011024507039,1.0
NSUN5P2_39871,-15.300000000000004,0.022171061236940817,1.0
PPIH_53068,-15.284999999999997,0.08036452951320844,1.0
RP11-589F5.4_117312,-15.275000000000006,0.007736263699393755,1.0
RP5-1103G7.4_3145,-15.269999999999996,0.12063244312473487,1.0
CDK10_44754,-15.259999999999998,0.03896331073197728,1.0
APBB3_64976,-15.25,0.025442545151959657,1.0
CTNND1_103777,-15.204999999999998,0.08773336805142577,1.0
AC024560.3_64600,-15.190000000000005,0.13680216647067273,1.0
WDR74_8668,-15.184999999999995,0.015770825406186968,1.0
GMIP_19628,-15.18,0.03247237602744091,1.0
ABCD4_114267,-15.164999999999992,0.024435106935109283,1.0
HOTAIRM1_5976,-15.159999999999997,0.21885238694893483,1.0
AL589743.1_96862,-15.159999999999997,0.12378392883706023,1.0
PLEKHA8_85658,-15.155000000000001,0.047950174986934754,1.0
VPS29_48001,-15.150000000000006,0.1651454860360666,1.0
AL589743.1_47433,-15.14,0.12177692473967955,1.0
RPL21_11145,-15.130000000000003,0.0031098385880188877,1.0
STK19_77447,-15.130000000000003,0.000500116947536868,1.0
YKT6_127611,-15.075000000000003,0.04141306033126696,1.0
KIAA0930_13033,-15.064999999999998,0.9577959525562207,1.0
ARPC2_57754,-15.055000000000007,0.013118206812788588,1.0
KIAA0226_38810,-15.009999999999998,0.02171390076452551,1.0
