	NCIH1793_LUNG	MDAMB468_BREAST	SNU601_STOMACH	FTC133_THYROID	SKMEL30_SKIN	SUIT2_PANCREAS	PANC1_PANCREAS	NCIH1975_LUNG	FTC238_THYROID	OC314_OVARY
TSR3	30.399999999999995	43.83000000000001	54.56000000000002	70.67999999999999	70.55	49.349999999999994	92.61	84.66000000000001	46.57000000000001	45.71
PIGQ	17.960000000000004	21.260000000000005	18.81	44.15999999999999	33.31	18.290000000000003	35.45	38.11	25.120000000000005	27.869999999999997
CRAMP1	7.4	12.949999999999998	8.160000000000005	4.880000000000002	10.210000000000004	9.239999999999998	14.25	10.670000000000002	7.699999999999999	8.98
TEAD3	4.57	42.720000000000006	21.80000000000002	2.83	6.17	13.52	3.160000000000001	8.55	5.59	4.9
SELE	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
DNAJC11	23.85000000000001	27.620000000000022	39.330000000000005	46.7	66.05	44.99	59.56000000000001	37.45	57.08999999999999	48.93999999999998
FMO3	0.1400000000000001	0.07	0.0	0.95	0.02	0.02	0.0	0.0	0.2299999999999999	0.01
MYLIP	6.659999999999997	13.02	5.459999999999999	4.5600000000000005	12.39	5.849999999999999	4.38	9.15	4.240000000000001	8.58
NOX1	0.03	0.06	0.0	0.0	0.01	0.04	0.01	0.0	0.03	0.01
E2F2	3.9399999999999986	17.58	6.069999999999999	2.64	8.47	7.999999999999998	4.33	1.98	4.41	5.580000000000001
PSMB1	198.56	238.43999999999997	326.7600000000001	345.92999999999995	184.62	340.63	515.4200000000002	296.9100000000001	376.16	352.86999999999983
SYN1	0.05	0.24	0.0	0.33	0.06	0.0	0.3	0.6299999999999999	0.1599999999999999	0.1699999999999999
JARID2	8.1	14.710000000000006	5.640000000000001	4.52	19.859999999999992	1.16	1.8899999999999992	10.9	9.420000000000003	3.1899999999999986
