	PANC0203_PANCREAS	NIHOVCAR3_OVARY	RT112_URINARY_TRACT	NCIN87_STOMACH	PC14_LUNG	HCC1143_BREAST	639V_URINARY_TRACT	KMRC3_KIDNEY	ONCODG1_OVARY
KLHL13	0.31	18.31	2.8	1.2599999999999998	0.06	0.8599999999999999	10.04	3.390000000000001	11.789999999999996
CYP26B1	0.1799999999999999	0.2099999999999999	0.75	3.929999999999999	1.1	1.6	1.44	4.249999999999998	0.2199999999999999
ICA1	25.300000000000008	17.589999999999993	10.97	35.31000000000001	37.97999999999999	21.610000000000003	9.09	19.139999999999993	22.480000000000004
DBNDD1	3.09	15.480000000000004	1.29	14.000000000000009	19.690000000000005	19.119999999999997	24.340000000000003	29.43	16.540000000000003
ALS2	17.74	21.730000000000004	11.740000000000004	28.429999999999993	16.199999999999996	23.539999999999996	17.06	28.57	15.39
CASP10	4.830000000000002	2.910000000000001	2.42	1.5700000000000005	2.910000000000001	4.890000000000001	1.62	4.18	2.37
CFLAR	45.9	13.499999999999998	14.73	32.190000000000005	19.749999999999996	38.82999999999999	14.150000000000004	170.98999999999998	18.789999999999996
TFPI	44.2	0.29	25.79000000000002	3.0299999999999994	25.28000000000001	0.1899999999999999	0.1499999999999999	103.17000000000002	0.47
NDUFAF7	12.82	17.28	7.0699999999999985	18.51	7.67	15.069999999999997	23.65	10.909999999999998	12.28
RBM5	46.96999999999999	72.42	39.1	36.48	40.43000000000001	54.620000000000005	124.12000000000002	64.47	62.93999999999999
MTMR7	0.28	2.48	0.3	0.1999999999999999	0.1799999999999999	0.6400000000000001	0.4299999999999999	0.4499999999999999	4.400000000000001
SLC7A2	0.5699999999999998	5.260000000000001	0.3	0.75	1.21	0.1200000000000001	1.29	2.42	5.980000000000003
ARF5	61.109999999999985	108.20999999999997	185.38	78.69	230.13000000000005	68.42999999999999	183.70999999999992	148.61000000000004	135.76999999999998
SARM1	2.64	2.0800000000000005	1.1399999999999997	8.210000000000003	1.98	2.2	8.57	0.52	1.41
POLDIP2	33.519999999999996	60.71	48.86999999999998	52.929999999999986	56.29999999999998	49.999999999999986	78.55	57.65000000000001	57.84000000000001
PLXND1	8.740000000000002	24.669999999999995	29.000000000000004	37.96999999999999	26.600000000000012	40.29	18.010000000000005	26.86	57.67
AK2	131.65999999999997	169.82999999999998	215.75000000000003	221.15	137.53000000000003	131.38	249.02999999999972	88.62000000000002	209.62
CD38	0.1299999999999999	0.54	0.1799999999999999	0.02	0.5699999999999998	0.06	0.04	0.3700000000000001	0.25
FKBP4	61.25999999999998	67.44000000000001	70.44000000000001	132.22000000000003	138.05000000000004	56.70000000000001	226.55999999999997	44.84000000000001	100.98
