	PANC0203_PANCREAS	NIHOVCAR3_OVARY	RT112_URINARY_TRACT	NCIN87_STOMACH	PC14_LUNG	HCC1143_BREAST	639V_URINARY_TRACT	KMRC3_KIDNEY	ONCODG1_OVARY
CDK14	3.499999999999999	3.99	11.23	0.1400000000000001	6.84	6.87	1.97	25.1	5.4799999999999995
SEC61A1	83.50999999999999	240.90000000000003	166.17999999999998	127.48	150.46	146.47000000000003	180.96	171.31	196.6
PPP1R12A	23.710000000000004	25.83	30.92000000000001	35.33	20.870000000000008	27.160000000000007	36.019999999999996	33.39999999999999	17.970000000000002
RASGRF1	0.2299999999999999	0.1899999999999999	1.4	0.08	2.1399999999999997	1.8099999999999996	0.04	0.3999999999999999	0.1
CAMK2B	0.1499999999999999	0.33	0.07	0.1599999999999999	0.08	0.28	2.729999999999999	0.26	0.3900000000000001
CROCC	12.61999999999999	8.58	14.800000000000004	8.81	8.900000000000006	19.519999999999996	15.189999999999994	12.859999999999998	9.199999999999998
POLR3E	29.75999999999999	26.14	26.86	42.05	31.97000000000002	37.25999999999999	29.540000000000006	12.24	24.449999999999996
ATP2B4	10.34	36.6	34.269999999999996	20.92	13.53	33.85000000000001	6.4	24.389999999999993	29.03000000000001
ZC3H11A	69.26000000000005	68.41	42.140000000000015	61.57000000000002	41.77	116.61	37.32000000000002	73.53	52.54000000000001
RIOK2	8.85	12.750000000000004	7.310000000000002	10.8	8.710000000000003	20.570000000000007	15.09	17.679999999999996	9.98
YIPF1	7.709999999999999	18.840000000000018	17.22	11.77	17.970000000000002	14.539999999999996	14.270000000000003	11.36	11.720000000000002
NDC1	20.81	36.330000000000005	39.499999999999986	44.49	32.76	37.34	44.84000000000001	6.880000000000003	29.81
DGKG	6.34	0.03	0.1899999999999999	0.03	10.86	0.26	4.400000000000001	5.79	0.08
FLYWCH1	14.680000000000003	6.570000000000001	19.119999999999997	13.06	17.789999999999996	33.55	18.710000000000004	54.22000000000001	7.740000000000002
UNKL	17.540000000000003	9.29	7.059999999999999	11.099999999999998	27.17	19.139999999999993	7.809999999999999	10.849999999999998	6.150000000000006
TBXAS1	1.2999999999999998	0.52	0.32	0.2299999999999999	0.9600000000000002	1.97	0.3700000000000001	12.94	1.31
PARP12	14.73	8.439999999999998	16.790000000000003	11.269999999999998	16.51	41.19000000000001	19.170000000000005	101.64000000000004	6.3599999999999985
ALDH18A1	26.16	50.83	47.31	64.1	26.14	31.799999999999997	101.1	50.639999999999986	54.92000000000002
TARBP1	33.78000000000002	36.32	32.11	23.71999999999999	28.700000000000006	52.66	22.329999999999995	32.94	26.39
GATB	9.46	11.96	23.55999999999999	18.129999999999995	16.51	7.080000000000002	20.229999999999997	13.510000000000002	9.07
MXD1	5.16	2.74	5.18	5.04	6.820000000000001	5.2299999999999995	2.899999999999999	14.090000000000003	2.35
CDK17	8.4	7.379999999999997	17.160000000000004	9.920000000000002	7.67	9.279999999999998	11.880000000000004	14.910000000000002	6.710000000000001
DNAJC25	4.870000000000003	8.75	5.4	6.5600000000000005	8.7	9.03	5.56	10.14	4.5
SLC2A3	0.1999999999999999	0.24	1.3200000000000005	19.53	6.540000000000003	0.4299999999999999	21.610000000000003	57.30999999999999	0.26
PSD	1.19	2.1699999999999995	1.4899999999999998	2.1399999999999997	0.72	0.56	3.7300000000000018	2.2699999999999996	3.160000000000001
CTDP1	11.39	7.219999999999999	9.470000000000004	8.02	9.29	28.53	5.700000000000001	12.82	8.07
YBX3	128.85000000000002	119.03	179.0	257.4	298.73000000000013	244.64000000000004	191.5	242.29999999999995	116.86000000000004
STYK1	6.09	2.910000000000001	9.789999999999996	2.9699999999999993	6.7500000000000036	5.900000000000001	0.25	5.16	3.17
WNK1	35.82999999999999	40.56000000000001	35.10999999999999	54.51	38.989999999999995	39.13000000000002	51.87	50.52	46.66
CCAR1	40.46000000000001	71.42	50.289999999999985	72.72000000000001	49.42	65.09	70.20000000000003	43.25000000000001	63.10000000000001
OGFR	28.429999999999993	34.25999999999999	58.349999999999994	25.539999999999996	25.69	25.879999999999995	47.080000000000005	59.07999999999999	23.47000000000001
GNA15	7.6800000000000015	0.1999999999999999	42.64999999999999	6.649999999999998	12.29	1.5300000000000002	0.74	1.04	0.09
CREB3L3	0.47	0.0	0.08	0.04	0.02	0.04	0.02	0.08	0.02
PIGV	11.140000000000002	6.47	13.580000000000004	6.5200000000000005	15.8	7.539999999999999	3.140000000000001	7.949999999999997	5.59
PTPRU	4.550000000000002	6.91	71.66	61.789999999999985	18.129999999999995	26.319999999999997	5.56	14.749999999999991	8.989999999999997
SNRNP40	35.51	38.57000000000001	46.30999999999996	36.19	39.749999999999986	45.279999999999994	55.180000000000014	15.86	34.269999999999996
RIMBP2	0.02	0.0	0.04	1.66	0.0	0.01	0.05	0.04	0.01
COL11A1	0.02	0.4599999999999999	0.1999999999999999	0.1499999999999999	0.09	0.1499999999999999	0.04	0.2199999999999999	0.05
QSER1	10.73	27.480000000000004	13.050000000000002	10.61	15.32	16.130000000000003	23.250000000000004	10.469999999999995	21.4
MPC1	4.839999999999999	14.150000000000004	41.59	22.110000000000003	9.650000000000002	31.320000000000007	31.119999999999997	6.109999999999999	13.46
ACAA1	37.96999999999999	42.40999999999999	102.87	34.46999999999999	45.74	28.520000000000003	50.81000000000001	15.529999999999998	36.42000000000001
BCAT1	0.1400000000000001	30.87	1.7200000000000002	0.1699999999999999	7.66	0.09	30.500000000000007	0.54	54.64999999999999
HDAC7	48.17999999999999	177.56999999999996	45.469999999999985	37.690000000000005	46.02000000000001	43.120000000000005	39.52000000000001	68.70999999999998	174.65000000000003
LZTS1	0.03	4.23	0.02	0.04	0.01	0.03	0.08	0.6099999999999999	0.8799999999999999
PRDM6	0.02	0.29	0.1499999999999999	0.3	0.03	0.6000000000000001	0.1	0.3799999999999999	0.24
WNT8A	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.03	0.01
SPAG4	6.619999999999999	1.92	2.6900000000000017	1.6399999999999997	9.63	2.620000000000001	7.490000000000002	33.85000000000001	3.0999999999999996
NCKAP1	62.2	83.85999999999999	73.43999999999998	93.02999999999996	139.79000000000002	60.41000000000001	70.05999999999999	67.91000000000005	69.19999999999999
MRPS35	40.2	141.44999999999996	57.70000000000002	79.28	98.43999999999996	45.940000000000005	82.28	46.30999999999996	129.46000000000004
GUCY1B1	0.1899999999999999	14.090000000000003	0.01	2.18	0.1200000000000001	6.41	0.01	8.11	21.299999999999997
SFSWAP	20.290000000000003	19.63	22.84	30.609999999999992	17.05	33.24999999999999	30.319999999999993	36.019999999999996	18.489999999999995
TNK2	74.77000000000001	16.480000000000004	45.79	82.22000000000001	38.85999999999999	44.9	27.43	20.749999999999993	15.929999999999996
MON2	11.190000000000005	12.89	10.849999999999998	11.62	7.09	16.899999999999995	10.99	19.270000000000007	9.85
CDH3	29.550000000000008	61.350000000000016	88.81	85.58999999999999	51.709999999999994	200.9099999999999	0.6400000000000001	0.25	70.05999999999999
ARSF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPBP1	47.16	40.440000000000005	34.130000000000024	49.27999999999999	33.89999999999999	59.330000000000005	29.570000000000007	64.40999999999998	37.28
DGAT2	1.88	12.459999999999996	49.219999999999985	13.69	4.760000000000001	15.529999999999998	10.38	0.9399999999999996	11.249999999999998
ZNF112	2.3999999999999995	2.8200000000000003	2.8	3.7200000000000006	1.2999999999999998	2.6100000000000003	2.51	3.46	1.8899999999999992
CS	68.44999999999999	100.93999999999996	118.20000000000002	152.83999999999995	93.15000000000002	218.25	211.5399999999999	105.93999999999998	96.6
LTK	0.1400000000000001	0.1499999999999999	0.1299999999999999	5.71	0.07	0.08	0.1400000000000001	0.05	0.1699999999999999
MRPS24	99.71000000000002	123.40000000000003	115.48000000000005	169.96000000000004	247.23	323.9899999999999	227.95999999999992	155.46	117.40999999999998
ELMO2	12.58999999999999	31.18	19.969999999999995	13.150000000000002	15.25	20.32	30.590000000000007	22.510000000000005	25.26
WAPL	15.119999999999996	33.53	18.05	24.81	10.830000000000004	21.45	31.57999999999999	25.680000000000003	17.700000000000003
VMP1	280.30000000000007	148.72999999999996	70.10999999999999	108.82000000000002	46.330000000000005	113.40999999999995	46.75	139.59	99.37
APPBP2	11.949999999999998	14.16	8.62	10.61	5.700000000000001	8.3	4.059999999999999	17.6	9.81
POLD1	30.75999999999999	25.13000000000001	40.64	68.32	35.71999999999999	60.530000000000015	65.05999999999999	23.11	28.68000000000001
SEZ6	0.1100000000000001	0.1599999999999999	0.07	0.06	0.05	0.1999999999999999	0.2299999999999999	0.1299999999999999	0.1400000000000001
EIF4B	146.56000000000003	162.56000000000003	180.69000000000003	273.8500000000002	199.44000000000003	101.87000000000003	170.25	140.37000000000003	196.80999999999997
SLC6A16	0.1100000000000001	0.4499999999999999	0.02	0.8	0.06	0.71	0.1499999999999999	0.4499999999999999	0.6499999999999999
BICRA	4.57	2.770000000000001	4.49	5.939999999999998	3.3499999999999996	5.7700000000000005	5.380000000000001	5.750000000000001	2.659999999999999
SPHK2	7.91	5.380000000000001	5.599999999999999	13.779999999999998	7.219999999999999	8.2	18.290000000000003	8.79	5.27
RPL18	737.9599999999998	669.1600000000001	1257.3000000000006	2311.699999999999	1396.9999999999995	1094.1000000000004	2064.1999999999966	744.0199999999999	717.9099999999996
CA11	4.910000000000002	8.45	1.4899999999999998	13.090000000000002	4.579999999999999	15.64	8.160000000000005	19.32	14.529999999999992
ISOC2	24.2	36.84999999999999	60.34000000000001	52.32	77.01	31.139999999999993	52.04999999999998	78.51000000000002	40.61000000000001
U2AF2	141.03000000000003	123.70000000000005	241.01	345.04	269.9	241.4000000000001	347.0700000000001	150.46	127.75000000000004
EPN1	40.45000000000002	66.14000000000001	79.21999999999998	94.86000000000004	112.71000000000004	59.55000000000001	114.03999999999998	118.54000000000003	60.31000000000002
MED29	11.810000000000002	237.08999999999992	21.0	24.21	13.410000000000002	25.120000000000005	20.159999999999997	31.54	86.14999999999999
AHRR	0.09	1.25	0.1	0.4499999999999999	1.5	4.74	0.8	6.0	1.19
GSC2	0.0	0.01	0.0	0.0	0.01	0.2199999999999999	0.01	0.0	1.12
ZNF275	2.09	7.469999999999995	3.5800000000000027	8.45	3.380000000000001	5.41	6.87	7.17	9.81
MTMR1	11.57	53.78	15.39	18.940000000000015	20.81	8.65	17.109999999999996	13.53	38.13000000000001
GPC1	19.019999999999996	32.96999999999999	128.32000000000002	92.41	160.68999999999997	38.169999999999995	46.110000000000014	77.70000000000002	27.660000000000004
ADCK1	3.92	10.909999999999998	7.879999999999997	5.419999999999999	21.850000000000005	16.32	5.04	4.169999999999999	9.239999999999998
HAGH	27.999999999999996	48.31999999999999	58.66	24.860000000000003	36.7	53.179999999999986	55.29999999999999	68.49	59.21
RNF4	36.820000000000014	52.17000000000001	84.18999999999998	30.49000000000001	42.58	45.97999999999999	37.29999999999999	48.51000000000001	52.929999999999986
CASP8	38.63	30.389999999999993	25.640000000000008	27.18000000000001	25.450000000000017	22.409999999999997	27.28	48.84999999999999	15.680000000000003
LIMCH1	2.2	34.74000000000001	66.10000000000001	3.3600000000000003	94.08999999999996	70.94	1.02	137.71	43.26000000000001
INTS13	26.070000000000004	71.43	20.109999999999996	40.29999999999999	30.910000000000004	24.579999999999995	47.67	15.240000000000006	57.78
TM7SF3	56.32000000000001	152.42	118.85999999999996	94.98	78.01	48.07999999999999	76.06999999999996	321.7800000000001	233.40000000000003
DLX3	0.09	9.78	0.3999999999999999	0.71	0.8700000000000001	4.169999999999999	1.16	0.01	8.460000000000003
SPA17	13.52	3.2	14.539999999999996	8.359999999999998	14.830000000000004	1.8299999999999996	16.22	15.229999999999997	8.12
TSPAN32	0.0	0.1699999999999999	0.0	0.3400000000000001	0.04	0.03	0.04	0.81	0.1299999999999999
CCN5	0.07	0.8599999999999999	2.52	0.1200000000000001	0.06	0.4099999999999999	0.01	2.4100000000000006	0.8500000000000001
DMRT3	0.0	0.8900000000000001	0.01	0.0	0.0	0.05	0.0	0.01	0.3400000000000001
ST3GAL6	1.1100000000000003	1.88	0.8399999999999999	1.88	2.06	4.72	7.570000000000006	3.0600000000000014	1.3600000000000003
ATP2C2	18.629999999999995	10.679999999999998	18.11	7.720000000000001	4.340000000000001	8.82	0.03	0.6699999999999999	10.48
NGFR	0.1599999999999999	1.19	0.81	0.1799999999999999	0.1200000000000001	5.04	0.71	0.32	2.95
CDON	11.810000000000002	2.4399999999999995	1.88	2.3899999999999997	1.8299999999999996	3.4000000000000004	4.5600000000000005	0.99	1.4299999999999995
TAF2	24.889999999999997	21.06	27.74	25.24000000000001	18.1	54.16	39.36	17.509999999999998	16.339999999999996
HIPK2	5.44	6.029999999999999	5.779999999999999	0.5899999999999999	5.610000000000006	7.440000000000001	6.4	19.4	7.579999999999998
TNPO3	17.589999999999993	31.320000000000007	24.489999999999995	17.039999999999996	26.55	16.090000000000003	36.23	27.68999999999999	25.570000000000004
RFXANK	47.42000000000001	49.88999999999999	61.16999999999995	72.12	85.52	48.989999999999995	92.67000000000004	76.95999999999998	71.94000000000001
TMEM161A	19.82	27.050000000000004	28.80999999999999	39.6	24.2	41.73	43.02	41.84000000000004	31.34000000000001
LPAR2	17.74	20.890000000000004	12.79	19.239999999999995	16.28	49.89999999999999	13.699999999999998	26.50999999999999	16.19
CTSA	71.34000000000002	82.86	134.77	65.99999999999999	80.48	120.36	128.78999999999996	218.77	67.63999999999999
SUGP2	52.099999999999994	39.29	37.22	46.350000000000016	23.380000000000017	59.58000000000001	58.36000000000002	70.35000000000001	38.57000000000001
SLC12A2	4.340000000000001	18.479999999999997	10.9	45.940000000000005	9.400000000000002	26.500000000000007	9.38	5.929999999999999	32.71
SNX24	11.060000000000002	25.110000000000003	9.489999999999998	9.03	11.52	22.19	11.989999999999998	33.07999999999999	28.219999999999995
EYA2	0.0	3.979999999999998	28.85000000000001	43.02	0.0	1.23	0.04	0.01	3.3000000000000016
CNN2	66.37	119.52000000000004	172.96000000000004	60.02	92.67000000000004	96.31999999999996	172.00999999999988	298.12000000000006	260.98
ABCA7	17.48	3.3499999999999996	16.53	2.89	7.829999999999998	16.359999999999996	10.0	5.15	4.8
SNCAIP	0.04	1.3399999999999994	0.06	1.2999999999999998	0.01	0.9399999999999996	0.1	0.1	0.0
DDX20	5.870000000000002	11.249999999999998	8.7	14.22	6.269999999999999	12.71	19.31	8.47	8.67
BTBD1	25.94000000000001	30.120000000000022	42.63999999999999	31.72	17.840000000000003	44.61000000000001	39.93999999999996	29.000000000000004	23.32
FAR2	5.990000000000001	14.560000000000008	8.1	16.480000000000004	7.709999999999999	8.66	18.980000000000004	12.520000000000003	13.389999999999995
BCAS1	1.8099999999999996	0.29	61.05999999999998	3.85	2.4999999999999996	0.05	0.03	0.05	0.08
POU1F1	0.05	0.0	0.02	0.0	0.0	0.02	0.0	0.0	0.0
CHI3L2	0.1999999999999999	0.09	0.4099999999999999	0.08	0.2099999999999999	7.479999999999999	0.0	0.4099999999999999	0.1299999999999999
SBNO2	41.77	15.32	30.31	23.27	27.600000000000005	50.61000000000001	53.22999999999999	31.75	14.680000000000003
PMS1	9.95	10.55	10.87	13.800000000000004	4.42	19.749999999999996	15.540000000000004	8.45	6.769999999999999
HMG20B	41.280000000000015	50.78999999999999	84.63	44.42	53.529999999999994	77.37999999999998	103.22	74.45	54.210000000000015
CALCRL	1.0099999999999998	0.4299999999999999	0.0	0.06	0.1200000000000001	0.1599999999999999	0.1299999999999999	4.05	0.25
TAF11	7.940000000000001	37.350000000000016	27.01000000000001	18.670000000000005	18.51	34.31000000000002	21.510000000000023	25.35	21.82999999999999
ANKS1A	4.910000000000002	15.810000000000006	17.970000000000002	7.190000000000001	12.010000000000003	17.01	10.87	9.920000000000002	10.99
AP3D1	71.21999999999998	57.319999999999986	79.83999999999997	35.45	55.04999999999999	65.87	130.36999999999998	98.28000000000004	47.57999999999999
ZNF76	13.69	25.13000000000001	23.199999999999996	11.45	26.08	20.67000000000001	22.540000000000013	16.71	12.18
SLC9A3R2	107.15000000000002	57.06000000000002	23.57	50.289999999999985	100.24	33.42000000000001	32.080000000000005	11.730000000000006	58.60000000000001
NTHL1	29.13000000000001	56.13000000000001	30.8	24.750000000000004	35.589999999999996	23.950000000000003	31.93999999999999	17.509999999999998	62.34999999999999
UHRF1BP1	2.29	8.85	8.23	3.929999999999999	4.680000000000001	7.960000000000003	11.530000000000005	7.5	5.010000000000001
GNAI3	8.81	22.08	19.769999999999996	18.4	14.95	15.05	30.350000000000005	24.430000000000003	17.889999999999997
IPO5	30.969999999999995	50.12000000000001	60.600000000000016	93.51	49.59000000000001	59.409999999999975	162.03000000000003	59.00000000000001	45.60000000000001
OAT	18.16000000000001	82.20000000000002	176.87000000000006	82.17000000000002	91.99	114.37000000000002	115.96	47.50000000000001	73.64
WDR3	12.32	35.370000000000005	16.809999999999995	32.68999999999999	20.290000000000003	25.860000000000003	27.149999999999995	12.87	24.17
PKN2	22.47	18.78000000000001	21.71	24.59	23.870000000000005	31.18	19.46999999999998	16.7	13.46
WDR18	30.290000000000006	51.33000000000001	41.5	36.57999999999999	41.02000000000001	29.699999999999996	63.620000000000005	46.940000000000005	78.88000000000002
TRAM2	6.19	10.99	4.949999999999999	3.9700000000000006	17.989999999999995	17.109999999999996	11.47	117.91	8.500000000000002
NTN1	0.3999999999999999	35.35000000000001	1.66	0.08	10.25	37.66	0.1400000000000001	1.13	22.98999999999999
GLP2R	0.02	0.06	0.2099999999999999	0.03	2.25	0.28	0.0	1.1100000000000003	0.04
MCM10	7.780000000000001	10.04	15.71	18.229999999999997	8.91	53.989999999999995	29.500000000000007	5.27	8.7
DGKA	52.54999999999999	6.669999999999999	87.71999999999998	66.45999999999998	31.710000000000008	32.040000000000006	13.82	57.920000000000016	5.7299999999999995
ERBB3	29.670000000000005	36.11	59.28	52.68	41.73	46.75	5.55	0.79	32.49
ROPN1	0.0	0.02	0.05	0.1799999999999999	0.0	0.77	0.0	0.07	0.04
ANKRD44	0.8300000000000001	2.11	0.8700000000000001	2.1699999999999995	0.49	1.54	2.67	2.29	1.6700000000000004
KARS1	94.53999999999998	99.87	119.74	143.51000000000002	97.0	100.37000000000003	158.04000000000002	75.62999999999998	132.16000000000005
ADAT1	14.630000000000004	15.700000000000005	19.859999999999992	15.920000000000003	21.16	21.870000000000005	19.57	20.819999999999997	22.27
PDIA5	16.480000000000004	27.359999999999992	23.250000000000004	19.07	23.67	30.930000000000003	25.420000000000005	30.789999999999996	40.129999999999995
TBC1D22B	4.680000000000001	8.160000000000005	7.780000000000001	4.61	8.040000000000001	7.0699999999999985	7.020000000000003	16.110000000000003	4.78
NDUFB4	124.50999999999996	400.6600000000001	298.1000000000001	270.45	241.3400000000001	200.46000000000004	170.98999999999998	190.72999999999996	358.06999999999994
SPEN	18.940000000000015	48.13000000000001	39.88000000000001	21.96	27.67	53.63999999999999	28.109999999999992	24.800000000000008	40.31000000000001
MYLK	4.1499999999999995	10.089999999999998	0.6299999999999999	1.0	0.4099999999999999	25.720000000000017	1.1399999999999997	134.86	9.650000000000002
ZC3H15	60.44000000000001	83.58000000000001	63.640000000000015	113.09	47.809999999999995	61.93999999999999	80.13000000000001	52.35000000000003	57.26000000000001
MAP2K4	5.4799999999999995	22.880000000000003	6.6	7.310000000000002	20.270000000000007	13.82	17.789999999999996	16.090000000000003	14.169999999999998
PACC1	7.33	6.08	6.069999999999999	5.539999999999999	17.58	29.039999999999996	14.529999999999992	18.850000000000012	3.5800000000000027
SNAP91	0.02	0.7	0.0	0.01	0.0	0.01	0.06	0.0	0.06
SLK	17.560000000000013	16.39000000000001	31.5	30.940000000000012	14.230000000000004	13.66	19.139999999999993	16.07	11.659999999999997
CYB5R4	4.69	5.39	11.269999999999998	9.579999999999998	10.460000000000004	10.19	11.47	7.150000000000002	5.89
COL17A1	75.37999999999998	0.3400000000000001	44.52	6.990000000000001	24.520000000000003	3.859999999999999	0.1799999999999999	0.6600000000000001	0.55
GSTO2	16.460000000000004	3.640000000000001	0.9399999999999996	43.86999999999998	1.3600000000000003	14.78	32.0	0.2099999999999999	3.3200000000000003
SEC61A2	6.14	3.49	6.0	5.719999999999999	4.040000000000001	18.539999999999996	13.28	8.88	4.139999999999999
PRKCQ	0.52	3.049999999999999	1.2199999999999998	0.0	2.13	0.4299999999999999	4.059999999999999	2.6500000000000004	2.18
TLE2	1.59	6.0	15.78	9.18	5.849999999999999	22.85	19.07999999999999	5.939999999999998	5.16
ASB1	15.369999999999994	13.97999999999999	16.849999999999998	17.700000000000003	20.610000000000003	17.32	27.56000000000001	16.359999999999996	15.4
FAM107B	36.45	11.249999999999998	52.69	11.070000000000002	91.43	34.86	2.05	129.40000000000003	10.98
ME1	6.150000000000006	17.859999999999996	5.1000000000000005	12.679999999999998	51.04	14.640000000000002	7.059999999999999	0.1	11.26
TBC1D1	22.76	32.59000000000001	25.79000000000002	27.72000000000001	28.250000000000004	30.92000000000001	26.33	45.57000000000001	34.64999999999999
CDK13	16.670000000000005	18.51	17.789999999999996	25.6	26.49000000000001	22.03	22.15	22.62	15.560000000000002
MTHFD2	69.85	152.49	57.46	114.9	95.0	145.79000000000002	106.11	44.63	168.12999999999994
SLC9A7	17.589999999999993	3.99	17.290000000000003	5.74	5.32	28.72000000000001	11.789999999999996	15.540000000000004	3.890000000000001
FOXJ2	6.04	2.42	11.03	9.220000000000002	10.58	12.630000000000004	9.489999999999998	10.52	4.86
YBX1	497.00000000000017	611.6299999999993	1083.8999999999985	1265.4999999999986	973.1999999999985	410.38	1466.3000000000004	202.86	923.4400000000014
PDE4A	1.4299999999999995	1.09	1.4699999999999998	9.69	2.88	4.289999999999999	4.77	9.489999999999998	0.9600000000000002
PPP2R5A	12.660000000000002	24.270000000000007	13.87	16.750000000000004	9.97	32.43000000000002	15.819999999999997	19.260000000000005	20.010000000000005
CTNNA2	0.04	8.09	0.01	0.03	0.0	0.02	0.05	0.1599999999999999	0.3
ELAVL1	34.76	52.120000000000005	52.04000000000001	51.35000000000001	45.469999999999985	53.08000000000001	87.0	42.34000000000002	58.40000000000001
TIE1	0.06	0.01	0.1400000000000001	0.1499999999999999	0.1100000000000001	0.06	0.3599999999999999	0.4599999999999999	0.29
DIP2B	10.87	14.82	18.890000000000015	11.099999999999998	9.320000000000002	18.96	10.199999999999996	15.310000000000006	13.85
SMARCD1	31.64	75.65000000000002	57.289999999999985	36.95	41.66	41.580000000000005	64.48000000000002	64.72999999999999	76.04000000000003
KDM4A	11.989999999999998	22.44	18.26000000000001	20.65	32.14999999999999	22.37	29.43	15.5	22.630000000000003
NFYC	22.559999999999995	37.49999999999999	38.709999999999994	37.06000000000001	57.110000000000014	36.099999999999994	29.829999999999995	20.079999999999995	34.580000000000005
ZMYND12	0.3799999999999999	0.1599999999999999	0.08	0.02	2.13	0.4299999999999999	0.09	0.31	0.3400000000000001
SLC9A3	0.54	2.02	1.77	2.659999999999999	4.599999999999998	2.0	5.15	2.22	1.95
NGEF	30.819999999999993	9.499999999999996	4.5	15.279999999999998	72.17000000000006	6.47	0.1100000000000001	4.269999999999999	6.450000000000001
ASPM	25.489999999999995	25.51	16.999999999999996	26.179999999999996	15.219999999999995	32.260000000000005	30.389999999999993	19.35	10.0
CD84	0.05	0.0	0.0	0.01	0.0	0.01	0.0	0.06	0.0
ELOVL1	127.59999999999997	64.86000000000003	189.52	197.70999999999995	174.59000000000006	65.99999999999999	96.92999999999998	115.96	63.12000000000002
SPI1	0.04	0.2299999999999999	0.1200000000000001	0.04	0.07	0.05	0.2299999999999999	0.4599999999999999	0.4199999999999999
POLR1H	24.51	18.74	31.48000000000001	15.509999999999994	23.250000000000004	34.59	44.13	27.120000000000008	20.81
MPPED2	0.03	1.0	2.1699999999999995	0.01	0.03	0.27	0.03	0.0	0.5
CLDN18	0.04	0.04	0.04	0.02	0.01	0.31	0.1699999999999999	0.4099999999999999	0.05
ZBTB11	12.699999999999998	11.730000000000006	12.28	9.75	9.95	20.120000000000005	10.9	12.029999999999998	8.29
ATXN3	12.339999999999998	26.06000000000001	15.600000000000003	6.920000000000001	2.6100000000000003	21.640000000000004	17.039999999999996	17.37	13.74
GOLGA5	19.480000000000004	34.98	30.46	11.29	14.95	34.64	18.800000000000008	33.06999999999999	25.249999999999996
FGFR2	0.04	39.24999999999999	20.229999999999997	6.26	0.03	8.520000000000001	0.1799999999999999	1.6399999999999997	17.24
LRRC40	6.74	11.239999999999998	11.810000000000002	10.199999999999996	7.099999999999998	11.9	19.41	6.69	9.81
ISOC1	13.0	20.710000000000008	15.929999999999996	34.76	10.500000000000002	20.079999999999995	17.989999999999995	18.31	22.98999999999999
EML1	0.2099999999999999	8.2	0.3500000000000001	0.48	0.91	1.3399999999999994	4.6599999999999975	15.66	7.020000000000003
TRMT11	9.18	21.890000000000008	18.539999999999996	19.809999999999995	18.530000000000005	16.949999999999996	21.39	8.02	19.670000000000005
THUMPD1	15.520000000000003	10.89000000000001	17.749999999999993	18.76000000000001	18.99	29.889999999999993	16.060000000000002	19.019999999999996	8.040000000000001
MSANTD3	22.909999999999993	34.300000000000004	15.39	11.639999999999992	31.73000000000001	24.22	26.299999999999994	60.039999999999985	15.579999999999997
KIF26A	0.03	1.3800000000000003	0.1899999999999999	0.6099999999999999	0.1400000000000001	0.07	0.01	0.73	1.09
ATG2B	3.950000000000003	5.18	6.659999999999997	2.28	1.1	5.530000000000001	6.710000000000001	6.33	4.69
ARFGEF1	16.269999999999996	42.28	50.31	11.239999999999998	11.34	38.27999999999999	20.559999999999995	22.890000000000004	20.680000000000007
ACSM2B	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.06	0.0
ZFAT	3.92	4.989999999999999	5.08	6.269999999999999	6.47	5.16	6.37	3.630000000000001	3.3200000000000003
MTFR1	15.91	30.8	34.570000000000014	12.61	12.079999999999998	64.74	38.53999999999999	17.74	22.199999999999992
STAG3	2.79	3.929999999999999	3.81	2.3	4.430000000000001	0.9399999999999996	2.24	2.4399999999999995	5.370000000000002
FECH	7.760000000000002	17.330000000000002	19.76	8.98	66.86000000000001	21.34	44.79000000000001	45.58999999999999	12.699999999999998
MYO9A	5.0	7.940000000000001	6.04	6.269999999999999	4.67	14.560000000000008	5.929999999999999	10.93	4.819999999999999
DDX3Y	0.03	0.07	0.1100000000000001	37.50999999999999	0.04	0.08	0.04	55.29000000000001	0.08
PFKP	129.02999999999997	12.02	157.8	69.06	181.2	155.42999999999998	138.81000000000003	775.23	22.26
IDI1	11.329999999999998	28.989999999999988	53.040000000000006	59.750000000000014	62.66	74.04999999999998	33.519999999999996	70.08999999999999	39.63
SP100	41.65000000000001	17.529999999999994	36.49	42.55	37.18000000000001	36.46000000000001	24.790000000000003	157.1	12.510000000000002
KLF6	21.539999999999996	28.61	36.03000000000001	13.91	42.75000000000001	256.6599999999999	45.940000000000005	93.42000000000004	17.83
PLPP1	5.91	5.82	50.06999999999999	9.63	9.77	9.94	6.049999999999999	25.179999999999996	5.949999999999999
NEO1	1.13	31.57999999999999	10.009999999999998	34.67	1.4500000000000002	1.0700000000000005	24.40000000000001	31.64999999999999	44.42
TRAM1	47.379999999999995	112.75000000000004	107.56	34.68000000000001	31.72	160.11999999999995	79.58	669.2499999999998	61.24000000000005
PHKA1	7.120000000000003	3.5200000000000005	4.919999999999999	7.280000000000001	6.680000000000003	6.269999999999999	12.04	0.1299999999999999	4.57
TNFRSF1A	61.489999999999995	45.77	152.87999999999997	47.8	73.47000000000001	49.88999999999999	116.03999999999998	107.06999999999998	63.770000000000024
CACNB1	10.909999999999998	5.339999999999999	5.960000000000002	85.19999999999997	5.02	10.6	7.34	11.970000000000002	8.81
