gene_name	PANC0203_PANCREAS	NIHOVCAR3_OVARY	RT112_URINARY_TRACT	NCIN87_STOMACH	PC14_LUNG	HCC1143_BREAST	639V_URINARY_TRACT	KMRC3_KIDNEY	ONCODG1_OVARY
THOC2	34.15	33.33	23.53	45.65	41.94	63.64	47.62	58.33	42.42
FAM135A	0.0	0.0	0.0	0.0		0.0	0.0		0.0
AZI2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
RANBP3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
BBIP1	2.88	9.76	4.07	6.02	2.78	20.83	3.97	3.37	4.78
ALG9	100.0		100.0	100.0			100.0	100.0	
SGOL1	0.0	4.0	0.0	3.97	0.0	4.35	1.33		0.0
CIDECP	18.52	9.52	5.56	21.21	6.06	12.0	16.95	13.79	3.85
SNHG17	9.09	9.8	4.76	9.8	8.33	10.57	10.45		8.54
NPIPA1	1.55	0.0	2.12	1.24	2.23	0.93	0.93	0.41	1.22
PARG	0.0	4.35	0.0	2.34	0.0	0.0	0.0	0.0	10.29
C9orf64	100.0	100.0	100.0	98.2	100.0	100.0	100.0	100.0	
LGALSL	2.02	13.79	0.0	3.06	4.26	4.76	3.3	0.0	2.5
RP3-402G11.5	100.0		100.0	100.0	100.0	100.0	100.0	100.0	100.0
BLMH	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PRPSAP2	11.11	7.1	5.61	8.7	6.03	21.64	5.28	7.79	6.27
APAF1	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0
PTPN6	100.0	100.0	100.0	93.18	90.91	100.0	100.0	89.19	95.37
TANC2	4.17	0.0	0.0	0.0	0.0	0.0		0.0	0.0
VPS9D1	2.17	0.0	0.0	4.0	0.0	9.09		2.0	0.0
INTS4	0.0	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NME6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS9D1	2.56		5.26	2.94	0.0		4.55	9.09	5.56
SPOPL	27.78	23.33	21.43	26.83	17.39	23.81	16.67	26.67	35.0
TMEM136	79.17	70.59		78.12	72.22	52.94	71.08	66.67	71.88
TBC1D1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CEP170B	4.94	0.69	2.06	1.01	0.0	2.01	2.48	0.0	1.32
CCDC101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGRN1	100.0	100.0	100.0	97.89	100.0	100.0	100.0	98.23	100.0
UNC93B1	5.14	2.11	2.14	3.48	0.75	4.94	2.13	2.21	3.05
DNAJC19	80.36	92.61	79.21	94.44	84.12	85.11	83.33	89.09	86.83
B4GALT3	93.44	96.46	93.66	90.6	96.32	89.42	95.12	93.07	93.01
NUP85	60.34	57.14	83.33	75.0	40.0	67.57	64.29	66.67	74.07
CLU	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC50A1	13.82	7.44	3.5	8.05	2.67	5.35	8.08	4.0	6.83
LAMTOR4	4.47	2.12	1.28	2.71	1.32	2.67	1.86	2.27	2.69
FYCO1	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.0	1.22
C22orf29	9.62	0.0	7.02	12.58	2.44	10.45	7.76	0.0	6.9
GNB1L	9.62	0.0	7.02	12.58	2.44	10.45	7.76	0.0	6.9
PPAPDC1B	8.77	6.67	2.94	10.0	3.57	11.11	13.46	7.32	7.5
EIF2B2	4.94	0.0	1.85	0.0	1.9	0.0	1.94	3.28	2.4
VPS9D1-AS1	87.5	100.0		88.3	87.18	100.0	86.47		87.18
CWF19L2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTU2	2.56	0.0	3.33	4.69	9.3	0.0	7.41	8.33	7.14
CORO1A	100.0	100.0		100.0	100.0	100.0	100.0	100.0	100.0
TNRC6B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
USP10	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KTN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZC3H14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHO1		92.96	100.0				100.0		100.0
RREB1	100.0	100.0	100.0	95.4	100.0	100.0	100.0	100.0	100.0
HLCS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDST1	1.19	0.56	1.28	1.23	1.33	1.09	2.06	1.05	1.47
CASD1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SNX27	0.0	0.0	0.0	12.24	0.0		0.0	0.0	0.0
EXD2	8.62	13.64	3.7	7.06	4.35	9.23	2.0	8.89	8.51
C18orf8	2.27	0.0	0.0	1.83	0.0	2.92	0.86	1.28	0.82
R3HCC1	100.0	100.0	100.0	100.0	96.92	100.0	96.67	100.0	100.0
ENPP2	2.86	0.0		1.92	0.0	0.0	0.0	1.67	0.0
TNFRSF10D	2.86	0.0		1.92	0.0	0.0	0.0	1.67	0.0
PXN-AS1	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0
UVSSA	8.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IQCB1	54.78	74.82	91.86	57.05	50.0	75.53	81.4	81.82	75.22
CCDC57	93.85	100.0	100.0	88.78	100.0	85.23	100.0	100.0	100.0
WWC3	0.0	0.0	2.27		2.63	2.08	0.0	5.71	0.0
FRS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIMKLB	1.42	8.86	7.14		4.72	9.64	3.66	7.63	8.08
MFI2-AS1	92.37	70.0	60.0	90.7	100.0	96.0	58.49	88.24	50.0
VPS13C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AUP1	92.55	97.94	95.67	95.5	95.33	91.56	93.75	95.76	96.35
TGIF1	55.17	62.86	60.42	70.69	92.16	78.95	53.33	95.71	57.14
CAPRIN2	9.43	11.54	4.17	7.32	7.14	12.5	5.37	15.38	2.22
HMGA1	3.91	3.28	1.39	3.19	0.54	6.25	2.28	6.67	1.65
SPIRE2	0.0		0.0	0.0	0.0	0.0			0.0
TP53I3	100.0	100.0	100.0	98.48	100.0	100.0	96.91	100.0	100.0
LIMA1	7.31	14.71	7.0	7.87	7.36	8.66	6.6	6.96	6.29
LRRC45	18.28	8.77	14.63	19.63	10.75	8.0	16.67	12.86	7.3
TANC1	1.89	0.0	1.39	1.45	0.0	2.13	4.88	2.44	1.64
CPD	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ANKRD13D	18.37	20.0	26.92	11.11	15.15	46.88	13.95	22.22	11.43
ARNT	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DNAH11		0.0	3.45	4.0	4.0	4.88	4.0	5.56	2.94
TRIM24		0.0	3.45	4.0	4.0	4.88	4.0	5.56	2.94
SLC35B1	26.92	18.92	21.98	32.5	17.39	34.21	27.17	14.16	16.33
WHSC1	2.7	0.0	0.98	0.0	0.0	5.97	1.15	0.0	0.0
FTSJ3	3.53	1.61	0.85	3.11	2.17	2.96	2.24	1.28	1.65
SUV420H1	97.24	97.71	100.0	98.16	96.81	96.49	96.99	99.28	97.64
RP11-385D13.1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TRIM16	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
FKBP9L	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CDKAL1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
LMLN	100.0	100.0	93.33	100.0	100.0	100.0	100.0	100.0	88.89
TMEM218	6.84	0.0	3.39	5.3	5.77	5.26	7.14	1.69	4.84
EHD2	1.97		1.01		1.11	1.39	0.0	0.09	0.0
MRPL55	47.54	28.57	30.77	41.67	32.14	68.42	14.04	30.38	47.22
ATP2C1	88.51	90.91	94.8	83.01	97.54	90.61	92.31	87.18	89.16
LAMA5	2.78	3.34	2.94	11.87	3.57	1.0	1.96	4.3	3.86
HDLBP	1.62	6.82	1.56	2.12	0.72	4.65	1.36	1.36	0.76
IQCK	5.41	0.0	0.0	2.67	2.22	1.59	0.0	1.72	7.14
SMG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SKIV2L	100.0	100.0	100.0	98.44	100.0	100.0	100.0	100.0	100.0
DDX56	100.0	100.0	100.0	99.68	100.0	99.62	100.0	100.0	100.0
ZNF646	72.22		73.33	77.42	58.33	55.0		61.54	70.0
FAT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RASA4B		69.57	68.75	64.52	69.23	100.0	90.48	71.43	76.19
FZD6	3.8	6.12	2.46	0.96	0.84	5.14	1.66	1.12	5.38
TNFAIP1	1.15	0.0	1.37	1.02	0.79	1.43	2.04	0.53	0.76
IKZF5	0.0	0.0	0.0	1.54	0.0	0.0	2.22	0.0	0.0
MTMR10	0.0	0.0		0.0		0.0	0.0	0.0	0.0
LRSAM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELAC2	100.0	100.0	96.84	100.0	100.0	100.0	99.25	100.0	97.0
HIF1AN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA1143	1.01	0.0	1.13	0.65	0.69	0.0	0.5	0.0	0.62
ITSN1	0.0	6.19	3.97	0.0	2.04	5.77	0.91	3.39	2.29
CD109	90.91	100.0	100.0	97.12	98.06	97.39		100.0	100.0
PRRC2C	84.1	82.3	88.57	87.97	86.27	87.77	83.58	90.48	91.28
TLK2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PRIM2	100.0	94.85	100.0	100.0	100.0	100.0	100.0	100.0	96.43
MYH10	60.87	86.54	78.26			42.42	94.38	75.0	89.04
PICALM	0.0	0.0	0.0	2.14	0.99	0.0	0.0	2.41	2.13
C1orf109	64.29	47.83	40.0	36.84	54.29	75.0	48.65		61.54
PEX3	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0
TMEM214	5.14	5.95	6.41	5.1	5.76	15.88	5.0	5.88	7.69
ZCCHC8	100.0	100.0	100.0	100.0	100.0	100.0	93.48	100.0	100.0
MCM4	95.58	99.3	98.65	97.18	99.17	98.97	98.17	100.0	99.38
SZT2	2.08	0.0	2.38	1.43	3.12	0.0	0.0	14.29	0.0
ZBTB44	0.79	3.08	0.0	1.4	1.33	0.0	0.97	1.27	4.9
PARG	4.08	1.72	1.61	0.69	0.0	0.84	1.64	2.56	1.19
FNIP1	100.0	100.0	100.0	92.0	100.0	84.62	100.0	100.0	100.0
DALRD3	32.17	26.96	27.78	32.93	30.53	33.05	34.39	24.18	28.8
PSKH1	0.0	0.0	0.0	2.7	0.0	0.0	0.0	0.0	0.0
MYOF	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SYNJ2BP	72.0	83.64	82.42	82.69	80.34	71.7	72.53	87.5	78.82
LAS1L	92.07	93.55	97.06	93.56	97.62	94.23	97.86	93.42	95.78
HAUS6	6.25	2.61	2.47	3.88	0.0	0.0	0.0	3.92	2.54
CRELD1	17.19	9.86	6.72	17.83	5.0	9.61	9.83	2.39	7.79
HSPG2	1.49	4.35	0.0	4.55	0.0	0.0			2.38
TMEM54	1.49	4.35	0.0	4.55	0.0	0.0			2.38
KAT6B	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.84
CSNK2A2	100.0	100.0	92.86	100.0	93.55	91.49	96.55	100.0	92.75
RP4-734P14.4	100.0		100.0	86.67	100.0	100.0	100.0	100.0	100.0
ZNF343	100.0		100.0	86.67	100.0	100.0	100.0	100.0	100.0
NEK8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERI1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
UBXN4	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0
FAM65A	7.32	0.0	2.44	0.0	5.36	0.0	4.0	1.16	1.43
POLR3F	0.0	3.03	0.0	2.82	0.0	2.63	4.35	5.56	8.33
ATG9A	11.58	4.29	1.19	2.25	1.04	2.07	0.0	0.0	0.85
DDX18	1.98	1.07	0.48	1.44	0.0	1.34	0.56	1.57	0.96
NEDD4L	36.57	50.0	46.03	25.88	40.0	15.43	1.79	65.79	39.19
FNBP1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTPD6	100.0	100.0	100.0	99.1	100.0	100.0	97.74	100.0	98.07
VEZT	1.9	0.0	0.9	0.73	0.0	0.81	1.27	1.81	2.02
CEP95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07
TMEM175	36.36	20.0	19.28	10.0	8.33	27.59	11.11	15.38	8.93
STARD4	0.0	0.0		1.68		0.0	1.67	3.33	2.3
PTPDC1	0.0	0.0	0.0	6.82		0.0	0.0	0.0	0.0
RB1CC1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ILF3	96.86	100.0	99.19	99.43	98.96	95.05	98.48	100.0	100.0
LATS2	0.0		0.0	0.0	0.0	4.88	2.08	3.45	0.0
DHDDS	15.22	4.17	3.57	10.81	3.51	12.73	6.0	5.13	1.61
YWHAZ	4.67	5.04	5.57	2.03	5.99	7.38	9.31	2.87	7.08
SMARCAD1	1.85	1.03	2.0	2.6	2.13	2.78	0.0	1.28	1.39
ST7				28.57	8.33	25.0	20.0	13.33	
NBPF16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELMSAN1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CBX6	0.0	2.86	0.65	1.92	0.0	1.04	1.45	0.74	1.75
METAP1	0.0	1.24	0.0	0.91	0.0	0.0	0.0	0.77	1.32
ADCY7	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ITSN1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.11	99.15
TTC33	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.01
PNPLA6	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0
C3orf37	86.26	86.98	90.2	84.36	83.2	88.29	86.93	92.0	90.02
GABPA	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PTDSS2	8.33	5.41	2.38	0.0	0.0	5.56	0.83	0.0	2.17
SLC26A6	50.0	60.71		72.22	100.0	60.42	65.0	69.57	68.42
PPP6R2	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
TMEM67	4.88	10.2	0.0	7.89	2.5	0.0	0.0	5.88	10.64
KIFC3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TRIP11	4.94	3.23	0.0	0.0	0.0	0.0	3.03	9.76	0.0
LATS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
VWA8	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.0
ZC3H11A	0.23	0.0	1.0	0.37	0.0	0.49	0.0	0.39	0.0
ABCD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDC42BPA	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ATG2A	2.7	0.0	0.0	0.0	0.0	6.67	2.5	0.0	0.0
ZNF606	11.84	3.12	17.24	6.6	11.11	14.29		8.0	8.7
ESYT2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CLCC1	9.09	6.38	9.8	7.29	5.36	0.0	8.94	6.14	7.92
SLC7A6	10.0	0.0	5.0	5.88	0.0	8.0	8.7	16.67	5.26
ZNF213	10.0	0.0	5.0	5.88	0.0	8.0	8.7	16.67	5.26
STIP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM91A1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ELL2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PCM1	5.26	28.05	0.0	13.11	3.45	10.26	15.25	34.15	25.0
SH2D4A	100.0	100.0	100.0	99.05	100.0	100.0	100.0	100.0	100.0
FBXO38	0.0	0.0	1.61	1.22	2.04	0.0	0.0	0.0	0.0
MROH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GOLGA6L9	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
RP13-608F4.8	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PSMG1	100.0	100.0	97.48	100.0	100.0	100.0	99.07	100.0	96.88
MED24	8.97	6.94	7.14	3.5	4.67	13.11	5.91	6.45	5.62
MYO9A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ZFC3H1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CPSF1	5.68	1.75	6.09	3.67	7.69	8.92	4.9	2.19	2.82
PABPC4	16.1	13.18	8.33	11.13	7.55	21.36	12.17	15.69	16.94
SLC35B1	3.22	1.63	2.18	2.05	1.11	2.02	2.41	0.79	1.44
RASA3	96.43	100.0	100.0	93.88	100.0	96.77	98.0	99.17	
SMURF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MKL2	1.52	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0
DFNA5		100.0	100.0		100.0		100.0	100.0	100.0
PRMT3	98.64	100.0	100.0	100.0	100.0	90.32	100.0	100.0	96.63
UBL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALG10	9.38	5.0	6.67	8.82	6.45	12.12	0.0	0.0	9.52
FDPS	94.95	86.08	91.32	93.44	88.83	94.02	93.18	94.42	91.03
IER2	100.0	100.0	100.0	95.24	100.0	100.0	100.0	100.0	100.0
CHUK	0.0	0.0	0.0	6.25	0.0	0.0	2.33	0.0	4.05
LARP4B	11.49	9.76	6.25	7.64	4.92	5.36	4.58	14.46	19.44
PDE8A	2.06	0.0	0.85	1.55	0.0	1.36	0.0	0.0	0.0
SGSH	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
FUBP3	0.5	0.67	0.72	0.0	0.0	0.0	0.25	0.52	0.0
LETMD1	31.91	40.54	31.03	33.68	23.26	31.71	35.42	15.79	27.78
FAM216A	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CHD1L	2.8	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0
NSUN5	77.78	86.57	90.77	86.25	93.84	89.33	93.55	93.33	87.84
TMCO3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD46	1.67	4.17	5.9	2.02	2.89	1.76	7.07	3.15	8.41
MSI2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
YAE1D1	96.3	100.0	100.0	92.36	98.85	98.33	100.0	100.0	100.0
KCTD13	19.67	0.0	11.11	30.77	11.39	8.82	25.0	3.7	8.7
PCED1A	10.53	6.67	7.32	7.38	7.59	12.05	10.83	6.8	6.25
CASD1	100.0	100.0		100.0	100.0	100.0	100.0	100.0	100.0
CYFIP2		100.0		100.0			100.0	100.0	100.0
UHRF1BP1	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0
CDK5RAP3	14.03	6.57	10.55	6.23	4.48	9.43	5.05	11.11	5.95
SNX5	4.71	3.11	1.93	3.19	0.69	2.46	4.39	0.94	4.6
ITFG2	100.0	100.0	100.0	100.0	100.0		100.0	100.0	100.0
HELLS	6.58	4.35	1.22	1.1	3.33	6.87	4.07	0.0	13.33
KIAA2026	100.0	100.0	81.48	100.0	100.0		100.0	100.0	92.31
GCC2	95.35	95.0	100.0	96.25	96.55	100.0	100.0	96.83	100.0
AL136419.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MDP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEDD8-MDP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZDHHC6	6.76	7.02	6.54	6.67	8.62	4.92	6.33	1.85	4.62
PTPRF	99.21	98.05	100.0	98.45	98.84	97.67	97.93	98.48	99.05
GTF2F1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AGTRAP	81.21	82.78	75.58	86.0	86.23	81.82	87.61	82.57	84.82
VPS51	2.7	0.0	0.34	0.62	0.0	0.55	0.35	0.94	1.36
TECPR1	100.0	100.0	100.0	100.0	100.0		100.0	100.0	100.0
RASA3	100.0		100.0	100.0	100.0	100.0	100.0	100.0	
RB1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SFPQ	0.35	0.84	0.57	0.0	0.0	1.25	0.39	0.6	0.39
RECQL4	8.6	2.63	4.29	4.86	3.45	3.72	8.54	8.0	1.47
IKBKAP	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
RSPRY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP2B1	41.41	38.6	43.33	43.2	34.95	18.15	41.72	43.09	41.38
VPS13B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
USP5	97.28	100.0	100.0	100.0	99.19	96.3	98.17	100.0	100.0
UBN1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	91.67	100.0
LRP5	20.54	8.7	19.77	10.71	16.2	26.37	18.18	17.81	11.73
REXO1	93.55	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
VPS13B	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0
LEPRE1	3.23	0.0	2.63	0.0	3.57	3.03	6.35	0.0	0.0
CNIH4	95.6	97.81	93.6	97.11	97.02	95.16	94.77	98.12	97.37
USP34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARNTL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNRC6B	90.0	100.0		100.0	100.0	100.0	100.0	100.0	100.0
TSPAN9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LONP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATAD3A	100.0	100.0	100.0	98.68	100.0	100.0	98.64	100.0	98.23
TAF1	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0
ZNF83	0.0	0.0	8.0	0.0	12.82		9.52	6.9	0.0
UNC50	6.96	16.05	3.82	10.08	12.43	10.59	16.28	5.47	8.76
IKBKE	0.0	0.0	0.0	2.04	0.0	1.3	0.0	0.0	0.0
HDAC5	100.0	100.0	100.0	100.0	100.0	100.0	92.5	100.0	100.0
IKZF5	0.0	0.0	0.0	5.26	0.0	0.0	0.0	0.0	0.0
ELMO2	25.0	18.75	45.45	41.67	33.33		41.67	41.67	34.62
NSMCE4A	1.08	0.0	0.0	0.28	0.0	0.52	0.28	0.0	0.0
STAG2	4.29	4.35	3.03	3.45	1.67	4.29	2.53	10.0	0.9
FAM217B	5.56	0.0	8.33	4.76	0.0	0.0	7.14		4.55
ABHD16A	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0
FAM149B1	34.52	47.83	68.89	43.42	53.16	56.41	44.93	61.54	41.71
COQ6	0.94	0.0	3.19	1.35	3.54	3.92	1.05	4.55	0.79
WDR20	93.94	90.0	100.0	100.0	88.52	80.49	88.89	100.0	100.0
MRPS23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLOCK	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.0	0.0
TIPRL	0.0	0.68	1.18	0.66	0.0	0.74	0.76	0.81	1.58
PARP14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	2.8
NEK1	0.0	0.0		0.0				0.0	9.09
POMP	0.25	0.14	0.17	0.16	0.13	0.32	0.15	0.15	0.26
NPAT	100.0		100.0	100.0	100.0	100.0	100.0		
NAV1	8.33	0.0	0.0	4.79	1.64		2.38	0.0	0.0
THAP5	4.55	3.33	2.44	4.88	4.65	3.03	12.5	9.09	3.17
SLC35A3	100.0	100.0	100.0	96.55	100.0	100.0	100.0	93.62	100.0
PCGF3	6.6	10.39	12.27	20.0	12.5	13.0	5.97	28.47	12.05
UBQLN4	0.0	0.0	2.94	7.19	0.0	5.95	2.9	0.0	6.02
PNPLA6	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ZNF670	89.19	100.0	96.3	100.0	92.45	85.71	95.65		94.25
TCIRG1	7.51	7.84	4.26	6.05	4.05	8.9	8.57	2.71	5.13
TRMT61A	95.83	100.0	100.0	97.39	98.59	100.0	97.36	100.0	100.0
DNAJC17	4.44	5.88	1.31	1.45	0.86	1.85	1.24	0.0	1.82
ARL6IP4	72.09	60.61	53.45	64.06	76.67	100.0	76.47	50.0	48.28
POMT2	7.84	6.56	6.45	8.42	3.59	10.34	8.11	2.99	3.45
NDUFB7	2.65	2.59	1.55	0.39	0.69	5.22	0.54	0.8	0.36
MKS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MCM3AP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PES1	25.45	30.3	15.52	25.32	22.58	22.45	26.15	19.23	41.67
SACM1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54
POT1	90.7	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
BBS9	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ZNF134	2.38	0.0	0.0	0.0			0.0	0.0	6.25
EEF1D	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PRRC2C	45.45	40.54	55.71	18.45	21.57	30.17	20.0	34.68	52.63
GSTP1	98.77	99.49	99.54	99.3	99.63	98.88	99.25	99.67	99.42
PACSIN2	93.5	95.4	100.0	70.01	93.82	100.0	100.0	100.0	92.02
L3MBTL2	4.0	5.26	7.14	10.48	3.33	10.47	6.8	6.98	6.06
FDFT1	98.3	99.49	99.27	99.3	99.67	99.31	99.45	99.23	99.31
USP40	0.0	0.0	13.57	0.0	0.0	0.0	0.0	0.0	0.0
SDHA	100.0	95.24	100.0	100.0	100.0	98.28	100.0	95.4	95.83
XRRA1	2.5		0.0	0.0	0.0	6.67	0.0	0.0	0.0
LZTR1	16.04	12.5	14.63	22.41	13.04	12.66	13.89	11.76	11.76
SEPT3	16.04	12.5	14.63	22.41	13.04	12.66	13.89	11.76	11.76
KIAA1731	26.53	40.0	35.71	29.63	36.36	32.0	32.26	25.0	26.32
ETAA1	5.0		4.92	5.26	4.23	5.56	7.69	11.9	
GTF2IRD2	0.0	0.0	3.33	1.96	0.0	0.0	0.0	4.0	2.04
IST1	2.24	0.0	0.0	0.0	0.0	5.07	0.0	0.0	0.0
GMPPA	5.08		0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM161A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAST2	0.59	0.0	1.33	0.58	1.23	1.53	0.5	0.0	1.36
TSR2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.06
JAK1	3.2	0.0	0.0	0.0	0.0	4.87	0.0	0.0	0.0
HPS1	3.08	2.86	1.41	6.21	1.37	4.88	2.44	6.19	3.61
ARIH2	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0
OGFOD3	60.82	65.22	45.62	71.15	47.41	75.0	52.94	40.0	58.76
CGRRF1	5.56	2.15	2.7	2.17	5.77	0.0	3.7	1.43	2.91
RP11-773D16.1	84.62	100.0	100.0	100.0	100.0		100.0		100.0
AKAP10	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
XRN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEN1	66.0	60.47	42.55	52.94	70.15	37.5	51.61	39.13	47.76
