gene_name	PANC0203_PANCREAS	NIHOVCAR3_OVARY	RT112_URINARY_TRACT	NCIN87_STOMACH	PC14_LUNG	HCC1143_BREAST	639V_URINARY_TRACT	KMRC3_KIDNEY	ONCODG1_OVARY
C11orf73	5.76	3.08	3.85	3.92	4.21	8.2	4.46	4.17	5.15
DCBLD2	100.0	100.0	100.0		100.0	100.0	100.0	100.0	100.0
MAP3K3	32.0		18.18	12.5		26.32	11.54	30.0	
PARD3	0.0	0.0	0.0	1.32	0.0	1.67	0.0	0.99	0.0
MRPL55	32.08	27.78	11.46	15.85	5.19	12.73	42.5	5.38	13.33
BROX	0.0	0.0	0.0	0.52	0.0	0.78	0.0	0.0	0.0
PIR	21.13	22.5	29.68	21.52	24.1	10.64		18.87	11.11
FAM175B	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ANKRD23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA1704	100.0	100.0	86.36	100.0	100.0	100.0	88.24	100.0	100.0
PIAS3	3.39	2.78	2.88	1.16	3.64	3.92	2.08	5.17	1.61
ATM	100.0		100.0	100.0		100.0	100.0	87.5	100.0
PRPF19	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KIF3B	0.0	3.85	0.0	0.0	0.0	0.0	0.0	0.0	3.03
NCOA2	0.0	0.0	0.0	1.49	0.0	1.33	0.0	0.0	0.0
ITFG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ST7	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
HCN3	20.83	18.18	11.11	6.67		10.71	9.09		
TBC1D24	100.0		100.0	100.0	100.0	100.0	100.0	100.0	100.0
CYLD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIS3L	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CNOT3	0.0	0.0	0.0	3.81	0.0	0.0	0.0	0.0	0.0
DCAF11	94.59	87.76	91.73	94.34	86.13	94.69	92.75	88.57	87.57
UBXN11	100.0	100.0	100.0	91.76	93.1	100.0	94.59	100.0	100.0
FBXL3	0.0	0.0	0.0	0.0	0.0		6.45	0.0	0.0
SNAPC5	2.97	3.33	4.1	1.38	2.11	8.05	2.78	1.75	1.27
ZNF362	4.17	0.0	2.67	0.0	2.17	4.44	0.0		5.0
ELMSAN1	3.51	1.54	0.0	1.8	0.0	0.0	1.85	1.77	1.79
VTI1B	3.51	1.54	0.0	1.8	0.0	0.0	1.85	1.77	1.79
BACE1	91.18	90.48	92.11	80.95	100.0	100.0	89.89	76.56	76.92
B4GALT7	0.0	0.0	0.0	5.13	1.94	3.3	0.0	4.71	5.36
AAAS	3.51	3.31	2.38	2.19	2.29	2.65	3.09	4.5	1.57
TCOF1	5.6	4.4	7.34	5.06	2.27	6.06	3.24	7.69	4.46
TMEM39B	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
BAZ2A	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PHLPP1	0.0		0.0	0.0	0.0	0.0	0.0		
DUSP6	90.0	97.06	96.45	95.37	85.26	94.12	93.19	93.85	91.49
RP11-152F13.3	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0
AP2M1	97.08	94.21	98.53	99.02	95.52	99.25	99.09	91.3	98.19
ADCY6	2.82	0.0	0.0	2.87	0.0	0.0	0.0	0.0	0.0
NPHP4	0.0	0.0	0.0	8.11	0.0	0.0		0.0	6.38
THOP1	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	1.74
THBS1	3.77	5.08	1.78	2.99	1.17	2.93	5.26	0.43	2.27
CLIP1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CDK11B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PREP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CBS	3.12	10.77	2.82	3.06	5.88	1.28	1.59	4.65	6.99
WDR4	3.12	10.77	2.82	3.06	5.88	1.28	1.59	4.65	6.99
TGDS	0.0	0.0	0.0	0.0	1.96	0.0	0.0	0.0	0.0
FAM208B	92.98	100.0	100.0	94.78	87.1	87.23	97.06	100.0	100.0
UGCG	1.27	0.51	1.04	0.0	1.53	2.56	1.77	1.12	1.01
ZMYM4	0.0	0.0		3.33	0.0	0.0	0.0		0.0
ZNF37A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C14orf93	0.0	12.5	2.78	1.45	0.0	0.0	4.55	13.64	8.82
IMPA1	92.86	96.3	95.45	96.72	100.0	91.18	96.55	88.89	90.32
ZNF385A	0.0	0.0	0.41	0.75	0.0	0.0	0.0	0.0	0.0
ID1	13.74	8.83	7.28	12.44	6.09	12.11	21.03	7.79	7.72
PARP8	100.0	100.0	100.0	100.0	100.0	100.0	93.75	97.37	100.0
GRAMD4	11.11	7.69	5.26	7.65	10.87	9.84	9.43	7.14	2.78
GTSE1	11.11	7.69	5.26	7.65	10.87	9.84	9.43	7.14	2.78
SCYL3	100.0			100.0	100.0	100.0			100.0
PBRM1	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0
DNAJC7	99.3	99.6	100.0	99.43	100.0	100.0	100.0	100.0	100.0
PSMD11	0.45	0.0	0.0	0.35	0.0	0.0	0.32	0.0	0.19
ATP2B4	5.56	1.43	3.36	1.68	1.79	6.67	13.04	0.0	2.11
ATP2C1	2.7	2.27	1.73	4.25	0.82	5.31	1.92	3.42	7.23
SMYD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UFC1	21.95	12.9	28.0	11.29	26.67	25.0	38.46	23.81	13.16
TRAPPC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSTD2	5.26	0.0	0.0	0.0	0.0	4.55	0.0		0.0
AC093838.4	73.77	77.78	80.0	85.98	100.0	100.0	100.0	100.0	85.29
GPX4	3.36	2.07	2.02	1.79	1.63	3.86	2.33	10.86	2.78
CCDC66	0.0	0.0	0.0	10.26	0.0	0.0	9.52		0.0
RHBDD3	27.91	11.32	25.0	32.53	20.51	24.64	23.0	25.0	18.54
AK2	97.12	97.18	97.64	96.28	96.24	97.65	97.84	97.71	96.83
ORC3	12.61	15.91	7.89	7.91	30.0	5.04	10.27	8.57	22.22
FAM3A	80.56	89.04	83.02	86.36	86.71	81.97	79.22	87.34	82.76
M6PR	0.0	0.0	0.89	0.0	0.0	0.0	0.37	0.0	0.95
ITSN1	0.0	0.0	3.16	0.0	0.0	0.0	6.67	7.32	8.33
EOGT	30.43			26.67	17.65	0.0	9.26	20.0	
GET4	3.49	1.25	0.0	1.98	0.2	0.47	0.38	0.0	0.98
SUN1	3.49	1.25	0.0	1.98	0.2	0.47	0.38	0.0	0.98
SEC16A	100.0	100.0	100.0	99.3	97.9	100.0	100.0	100.0	100.0
LPAR2	62.12	53.33	64.86	45.71	55.88	69.05	41.67	71.43	48.84
MCPH1	0.0		0.0	0.0		0.0	0.0	0.0	0.0
CPEB4	35.0	62.5	34.78	33.77	37.14	60.0	48.39	30.0	40.0
NDC80	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0
VASP	98.84	100.0	100.0	98.97	100.0	100.0	100.0	99.09	100.0
C19orf68	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0
PDDC1	12.5	11.94	9.38	10.53	3.85	21.43	17.9	6.45	9.52
FAN1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TUBGCP2	0.0	0.0	0.0	1.09	0.0	0.0	0.81	0.0	0.0
IFT20	3.12	0.0	0.0	2.56	3.23	0.0	0.0	4.35	3.33
KBTBD4	83.02	73.91	90.91	84.07	94.23	77.42	82.46	84.21	82.09
OGFOD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCNF	11.58	3.8	8.53	3.38	6.09	6.06	5.26	2.9	2.88
FBRS	11.58	3.8	8.53	3.38	6.09	6.06	5.26	2.9	2.88
DCAKD	6.67	9.09	7.14	3.08	2.44		0.0	10.53	9.38
TMEM218	9.04	5.56	8.23	10.47	9.66	11.54	7.24	2.53	8.6
ASAH1	5.0	10.53	5.56	6.25	4.69	100.0	6.25	0.0	10.0
PRDM15	10.34	0.0	11.11	9.68	0.0	44.0	0.0		12.5
ANKRD11	90.8	88.71	90.79	78.87	93.89	92.79	92.68	90.65	95.08
TAP2	98.45	100.0	100.0	97.56	100.0	99.34	98.74	100.0	100.0
EIF1AD	86.11	90.91	85.23	87.94	82.8	82.47	77.27	85.11	70.93
TOE1	17.31	14.71	15.49	11.48	10.87	21.67	11.49	9.09	16.13
STX16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUS4L	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0
SGSH	71.79	50.0	31.82	81.82	29.03	36.36	45.83	36.0	67.92
HIVEP2	0.0	0.0	4.88	0.0	5.56	3.64	0.0	0.0	2.63
ARFGAP1	6.52	10.53	7.89	8.21	4.05	7.37	7.56	2.86	7.63
LDB1	1.52	3.45	2.0	2.42	3.23	6.15	1.52	2.86	2.96
PKD1P6					100.0	52.94	100.0	100.0	
TXNDC11	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PDS5B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAB1	0.0	0.0	0.0	0.0	0.0	3.92	0.0	0.0	0.0
THOC5	0.0	0.0	9.09	0.0	0.0	0.0	3.92	0.0	9.88
LCLAT1	0.0	3.12	2.17	1.6	0.0	0.0	1.3	0.0	1.75
GLE1	2.47	3.23	1.09	4.55	1.82	0.0	4.48	0.0	3.85
POLR3E	0.85	0.0	0.0	1.06	0.0	1.92	1.03	0.0	0.0
ANKRD37	8.57		0.0	7.14	12.77	0.0	19.44	1.59	15.38
C6orf57	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NEURL4	0.0	0.0	9.52	4.08	7.69	15.69	15.0	5.88	0.0
NIPAL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CERS2	94.44		88.24	89.29	100.0		93.75	100.0	100.0
NOD1	47.62		61.54	57.58	88.89	46.15	76.47	75.0	76.47
SH2B1	0.0		0.0	0.0	2.7	0.0	0.0	0.0	16.67
STK19	5.13	5.88	2.22	2.7	3.9	12.64	12.5	4.55	4.44
IL15RA	22.31		23.08	22.08	16.67	25.78	24.39	26.24	
RECQL4	6.35	1.75	2.86	3.42	8.0	1.79	2.58	3.85	0.0
MTCP1	100.0	100.0	80.0	69.44	83.33	85.0	76.19	81.25	75.0
GUCD1	5.5	8.66	5.66	6.67	10.57	6.85	9.77	4.5	9.73
STAT6	5.53	10.26	4.27	3.54	2.56	9.06	13.04	3.47	0.0
VAC14	13.95	0.0	4.35	3.92	2.44	3.57	2.08	0.0	3.57
TOM1L1	100.0	100.0	100.0	97.14	100.0	100.0	100.0	100.0	100.0
LRP5	6.52	0.0	4.23	4.76	4.17	2.22	2.08	0.97	1.54
PAPOLA	3.33	2.87	4.62	6.09	2.74	2.12	2.89	4.61	3.06
FZD6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86
CLPTM1L	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CENPA	0.6	0.0	0.77	1.12	0.0	0.81	1.28	0.0	0.0
SMAD7		90.2	100.0	82.8	69.23	92.5		85.88	82.61
MYOF	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STAM	0.81	0.0	1.72	0.8	1.46	0.68	0.0	0.0	1.33
E2F4	1.36	0.0	0.0	2.11	0.0	0.0	0.0	0.0	1.49
TSC2	97.89	97.53	100.0	98.58	100.0	100.0	100.0	95.24	100.0
FAH	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
HIP1R	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0
METTL21A	14.52	15.38	4.23	9.35	7.89	8.33	5.77	5.41	8.54
PFKFB4	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0
GTF2H3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
RUNX1	85.19	83.33	83.41	74.6	87.8	0.0	76.98	71.52	80.5
MAPK1	95.88	96.25	100.0	97.43	100.0	97.56	97.75	100.0	99.05
MOSPD2	17.65	31.82	0.0	17.24	16.0	40.0	0.0	3.45	44.44
POLA1	17.65	31.82	0.0	17.24	16.0	40.0	0.0	3.45	44.44
DARS	96.16	95.76	97.86	94.79	98.07	92.54	96.49	93.59	95.83
ABCD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48
AC083899.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP6V0A1	100.0	100.0	100.0	100.0	100.0	100.0	97.62	100.0	100.0
WBSCR22	91.35	96.83	97.77	83.92	95.13	89.57	91.82	92.65	95.39
SHPRH	100.0	100.0	100.0	97.67		100.0	100.0		100.0
FZD6	100.0	100.0	100.0	98.81	100.0	100.0	98.17	100.0	100.0
RBM33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF28	3.23	6.06	8.0	2.78	4.81	5.95	7.14	8.33	8.7
HEXDC	94.81	100.0	100.0	95.92	100.0	100.0	100.0	100.0	100.0
RIOK1	100.0	91.14	97.65	94.51	98.41	91.49	94.85	92.31	92.31
XRN1	6.06	8.7	3.85	4.88	6.25	8.33	6.25	7.41	9.52
PDE7A	15.79	5.1	7.55	21.05	20.83	18.75	7.5	33.33	3.97
CREBBP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PICALM	92.56	63.25	98.81	88.62	83.94	91.43	89.51	91.02	86.24
OGG1		20.0	30.0	23.81	27.27	10.71	26.42	18.18	21.43
PRDM15	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0
INF2	5.69	0.0	1.54	2.28	0.58	0.71	1.22	2.2	0.0
CLMN	2.22	0.0	2.78	0.0	0.0	5.56		0.0	2.67
AFMID	11.93	3.85	10.0	7.96	17.86	10.34	0.0	11.11	3.54
CCDC14	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
POLQ	100.0	100.0	100.0	94.12	100.0	100.0	100.0		95.12
TIAL1	3.57	2.49	1.52	4.42	0.92	3.01	4.26	4.27	3.38
KIRREL	0.0	8.75	0.0	4.17	0.0	4.85	0.0	5.13	4.87
ZNF562	100.0	100.0	83.33	96.55	100.0	100.0	86.84	100.0	92.65
PSMB5	92.92	95.05	91.67	92.34	83.14	93.09	94.26	94.86	93.84
TDRKH	12.9	20.51	23.53	18.37	24.32	16.67	17.07	18.52	21.28
MLLT4	0.0	0.0	0.0	0.58	0.0	0.24	0.0	1.27	1.91
TMCO4	1.47	0.0	0.0	0.0	0.0	0.0	0.0		0.0
PNPT1	96.88	100.0	97.26	97.28	100.0	98.08	100.0	95.92	100.0
IMMP1L	24.72	15.91	7.63	11.11	21.84	20.0	14.04	25.71	10.05
ALDH16A1	100.0	100.0	100.0	98.35	100.0	100.0	90.09	100.0	92.73
TBPL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TM2D3	15.38	0.0	10.17	10.64	5.13	5.13	5.41	8.33	8.93
VMP1	98.1	100.0	97.7	98.17	100.0	100.0	100.0	100.0	97.89
HELLS	6.06	0.0	0.0	0.0	8.33	0.0	3.17		0.0
BRD7	1.46	0.95	0.49	1.21	1.06	1.38	0.49	0.86	2.04
ZNF251	57.5	25.0	42.55	44.14	42.11	27.5	40.54	52.17	47.17
H3F3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSNARE1	86.21	100.0	88.46	90.24	79.31	100.0	100.0	100.0	85.71
G3BP2	12.5	8.7		3.33	0.0	0.0	10.53	7.41	6.67
RCE1	10.07	6.52	4.04	5.95	3.14	7.78	7.61	7.89	8.97
UHRF1	0.0	0.0	2.68	0.0	0.0	0.0	0.77		0.0
PPARA	80.0		66.67	60.98	80.0	76.32	75.0	50.0	53.33
ZNF839	2.67	0.0	4.35	0.0	4.17	1.41	1.59	3.33	2.33
ALDH7A1	0.0	0.0		1.79	0.79	0.83	1.25	0.0	0.0
KCTD5	98.82	100.0	100.0	99.3	100.0	100.0	97.56	100.0	100.0
SAP30BP	94.82	100.0	100.0	95.55	97.69	96.47	95.56	100.0	97.35
CHD9	0.0		0.0	1.79	0.0	0.0	0.0	0.0	0.0
ZNF202	5.56	10.0	6.25	11.36	0.0		3.57		9.09
JMJD1C	6.9	10.0	5.13	9.55	3.45	2.99	4.0	1.75	8.62
PACS2	15.28	14.47	13.79	24.18	10.64	15.22	9.09	13.41	13.89
SMEK2	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0	13.27
ZBED4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSME4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCNA	90.91	100.0	98.28	100.0	100.0	97.06	97.62	100.0	100.0
PXN	1.38	0.74	0.48	1.55	0.65	1.25	0.58	0.41	0.31
ABCA2	0.0	0.0	0.0	0.26	0.0	0.0	1.1	0.0	0.0
DIP2C		0.0	0.0	0.0			0.0	0.0	0.0
ASXL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SFXN5	82.35		80.95	65.71	100.0	100.0	75.86		87.5
PLEKHG2	33.33	40.6	40.0	35.16		37.84	33.33	40.74	38.17
SZT2	0.0	0.0	3.23	1.19	0.0	0.0	4.35	16.67	0.0
UFL1	0.0	0.0	0.8	0.97	0.0	1.28	0.0	0.0	1.61
IRF2	0.0	0.0	0.0	0.0	5.56	0.0	0.0	0.0	0.0
PRRC2A	1.69	0.0	0.5	0.0	0.56	1.53	1.08	0.0	1.09
SLC11A2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.37
RRP12	5.0	3.39	5.41	6.59	4.26	2.7	4.48	0.0	7.14
SPATS2L	26.95	0.78	3.72	2.97	18.72	6.73	0.0	0.9	0.0
VPS41	2.33	1.32	0.0	1.9	0.9	1.12	1.19	1.87	0.8
PHF14	0.0	0.0	2.78	3.15	0.0	0.0	0.0	0.0	5.08
SEC61G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PUM1	45.78	47.69	37.5	37.5	41.94	44.23	42.65	51.06	30.56
ACTR3B		0.0	0.0	0.0	0.0		0.0		0.0
R3HDM1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CREM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEAF6	0.0	0.0	0.0	0.0	0.0	1.02	0.33	0.0	0.75
SCAMP2	2.21	3.45	1.78	2.14	2.49	2.84	0.81	2.5	2.12
ACP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC39A11	100.0	100.0	97.75	97.57	100.0	100.0	100.0	100.0	100.0
ZNF692	6.25	16.67	6.25	7.59	8.82	20.0	9.52	25.0	8.7
VPS9D1-AS1	100.0	100.0		95.71	100.0	100.0	100.0		100.0
SMEK1	1.23	0.0	0.61	0.54	0.0	0.65	1.43	0.0	2.46
ACIN1	93.02	90.7	100.0	100.0	93.33	97.53	88.42	93.4	85.48
TONSL	2.83	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0
NBEAL2	6.9	0.0	6.15	7.77	6.38	10.26	0.0	0.0	0.0
C10orf118	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0
QPCTL	100.0	100.0	100.0	100.0	93.02	100.0	94.74	100.0	100.0
COG5	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TMEM63B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DGKQ	0.0	0.0	0.0	2.56	5.56	0.0	0.0	0.0	5.88
MPP3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SUOX	100.0	100.0	100.0	95.83	98.31	100.0	100.0	100.0	100.0
PALLD	75.0	48.53	52.08	31.91	42.62	45.0	100.0	84.62	48.28
RNF216P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APLP2	92.66	100.0	91.25	88.26	100.0	100.0	90.57	92.52	91.82
PINX1	100.0	100.0	100.0	100.0	100.0	100.0	98.58	100.0	100.0
RAB3GAP2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
COG5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TARBP1	86.92	100.0	89.06	91.67	91.3	90.22	94.12	95.45	82.28
TARBP1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CRLF3	100.0	100.0	100.0	98.0	100.0	100.0	100.0	100.0	100.0
MAZ	84.62		87.23	96.4	82.35	78.12	90.77	100.0	86.67
ARIH2	20.74	17.2	4.4	12.26	15.23	17.96	8.44	27.12	14.73
NCK2	0.0	0.0	0.0	0.0		0.0		0.0	0.0
UBE2Q2P2	40.0	31.82	36.11	2.63	42.86	21.74	37.04	30.77	32.35
C1orf131	65.31	77.42	70.71	70.49	69.77	75.27	75.38	69.01	70.89
GLS	4.26		7.14	1.82		4.84	0.0	1.34	
RPLP0	0.81	5.31	0.66	0.24	1.88	1.18	0.57		2.42
GDAP1	100.0	100.0	89.47	100.0		100.0	100.0		100.0
ATG4B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BIN1	32.65			16.67	19.05		10.71	10.0	8.33
ARHGEF40	100.0	100.0	100.0	100.0	100.0	97.56	100.0	100.0	100.0
WARS	7.9	8.96	0.0	0.0	0.0	0.0	0.0	7.12	4.42
ALDH3B1	10.66	8.24	5.53	9.89	4.12	10.61		5.86	6.59
PDIK1L	18.6	0.0	8.51	10.0	0.0	50.0	12.12		7.69
INTS6	4.55	0.0	3.33	1.33	0.0	0.0	0.0	3.57	8.11
TMCO4	100.0	100.0	100.0	100.0	100.0		100.0		100.0
FAM213A	100.0	100.0	13.8	97.42	95.88		100.0	98.1	98.46
PKD1P1	100.0	100.0	90.14	100.0	100.0	100.0	91.92	100.0	100.0
CLN3	26.87	24.32	11.46	22.81	50.0	23.81	47.27	42.0	28.33
ZNF664	0.97	1.03	1.16	0.7	1.39	1.69	2.58	2.94	0.67
TARS2	9.68	1.92	7.14	5.16	5.05	15.56	5.06	4.08	3.85
GTF2A2	88.64	98.08	96.23	93.78	88.66	98.36	97.3	98.0	97.75
IFT172	3.57	0.0	0.0	3.7	0.0	0.0	0.0	0.0	2.63
FAM193A	2.6	0.0	0.0	0.0	0.0	0.0	0.0	4.55	0.0
EPS8	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	2.78
SCRN3	0.0	0.0	0.0	2.04	0.0	0.0	0.0	0.0	1.75
C17orf61-PLSCR3	17.65		9.09	12.5	12.9	7.69	13.33	9.3	23.08
PARP2	100.0	100.0	100.0	100.0	100.0	94.44	97.32	100.0	89.38
ECT2	3.08	0.0		0.0	0.0	0.0	0.0	0.0	0.0
CDAN1	0.0	0.0	3.33	1.15	0.0	0.0	0.0	0.0	0.0
PPP2R3C	1.41	0.0	0.0	0.0	0.0	1.64	0.0	2.41	0.5
NUBP1	91.06	78.43	93.28	90.48	93.75	95.27	93.2	100.0	83.56
MIDN	0.0	0.0	0.0	0.0	0.0	0.0	0.96	3.03	0.0
RPS19	14.29		4.88	6.12	4.44	10.0	15.38	6.82	
CAPN10	84.62			80.95	100.0		100.0	100.0	100.0
DMPK	5.0	1.67	4.13	5.83	2.65	6.4	5.0	1.96	4.0
FAM21B	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MAN2C1	100.0		100.0	100.0	100.0	100.0	100.0	100.0	100.0
PIP4K2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSF1	8.89	5.42	7.83	3.5	5.42	4.39	4.52	2.22	5.02
TTC7B	0.0	4.17	0.0			0.0	0.0	1.89	0.0
PTP4A3	100.0	100.0	100.0	100.0	100.0	97.35		100.0	100.0
UGDH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLG5	86.55	80.15	79.07	80.7	88.54	78.82	77.88	85.71	81.76
IL4I1	30.43	15.15	26.19	22.13	21.89	7.37	11.94	12.64	15.94
NUP62	30.43	15.15	26.19	22.13	21.89	7.37	11.94	12.64	15.94
WDR4	82.76	59.15	82.17	80.28	88.52	88.07	94.52	73.33	60.91
HDAC7	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.09
TNKS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAGLN2	96.54	99.74	94.48	99.28	95.61	98.69	98.57	93.11	97.14
DOK1	100.0			100.0	100.0	100.0	100.0	100.0	100.0
TMX1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
GOLM1	6.9	4.55	5.56	4.31	4.76	10.0	3.23	7.69	4.76
MGRN1	1.1	1.9	1.67	2.9	1.15	6.87	1.8	3.75	2.95
CHPT1	94.04	100.0	100.0	95.65	95.09	100.0	92.55	94.5	93.14
SPATS2	94.04	100.0	100.0	95.65	95.09	100.0	92.55	94.5	93.14
USP36	2.27	3.92	0.0	2.94	0.0	2.88	4.84	0.0	2.84
USP36	33.33	25.0	36.0	35.44	17.39	41.89	27.27	12.9	26.15
SCD	100.0	100.0	100.0	99.15	100.0	100.0	100.0	100.0	100.0
EMC1	80.95	77.78	78.38	72.92	80.77	64.52	77.42	75.0	70.83
PRR4	40.0			22.73	13.33	18.75	25.0	33.33	33.33
TAS2R14	40.0			22.73	13.33	18.75	25.0	33.33	33.33
NAT9	86.9	90.24	75.76	82.05	80.0	84.42	88.89	86.21	89.39
VPS13D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COMMD4	98.76	100.0	100.0	95.86	95.27	98.74	98.83	100.0	100.0
PSMC3	3.63	1.64	1.74	1.73	2.18	2.78	2.81	4.0	2.74
VOPP1	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FHOD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBXO3	2.15	0.0	0.0	1.04	1.2	0.0	1.41	0.0	1.16
ACTG1	0.59	0.31	0.3	0.34	0.23	0.46	0.77	0.64	0.3
GABBR1	3.45	0.0	0.0	0.0	3.7	0.0	0.0	0.0	0.0
MAP4K5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERLEC1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SUDS3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.33
NT5DC3	23.53			9.52		11.76	10.0	3.08	
TEAD2	0.0	0.0		0.57	0.0	0.0	0.0	0.0	0.43
SFI1	13.33	4.17	14.29	9.03	16.67	22.73	18.75	13.33	13.51
FPGS	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
RBM28	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SMAD5	100.0	100.0	100.0	96.97	100.0	100.0	100.0	100.0	100.0
ARID3A	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
SETD5	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0
MPHOSPH9	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
FANCG	9.09	3.33	4.12	8.07	0.0	9.38	6.45	2.17	4.55
WWP2	1.59	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0
