	HCC1395_BREAST	TOV112D_OVARY	HUCCT1_BILIARY_TRACT	RKN_SOFT_TISSUE	LMSU_STOMACH	SNU245_BILIARY_TRACT	TYKNU_OVARY
MARAVIROC	-0.439271785768	0.0136899631574	0.189029623501	0.557428822462		-0.154446085296	0.53066439964
TRILOSTANE	0.216888236531	0.28370337654	0.244315056932	0.721138391433	0.165467630204	0.143208031743	0.719360339047
STEPRONIN	-0.219356139674	-0.926699294406	-0.814039805244	-1.1723342819	0.322400258367	0.315977697457	0.745589784256
CHLORPHENAMINE	-0.263039638151	0.0916969837903	0.0977682252094	0.00368951309262	0.375090227814	0.240707726435	0.171746193484
2-PMDQ	0.400422652917	-0.297949712318	-0.0803855343169	-0.504100185248	-0.458662462968	0.0285428341348	-0.041387092037
BUPROPION	0.179344755383	0.30705514282	-0.0946402180586	0.0406554164113	0.392739467228	0.967124881274	0.413895381879
LISOFYLLINE	1.13828638124	0.413699952634	0.354821668494	0.325299513368	0.0218820842006	-0.611128229014	1.08499010885
BAY-K-8644-(+/-)	-0.12094825479	0.238310734857	-0.634030745734	0.105565203586	0.109031280522	-1.09223437225	-0.935388263955
ERDOSTEINE	-0.217452213404	-0.0451935941774	0.029837291352	-0.116444070745	-0.22526596157	0.0194972882561	-0.0396542278788
TELMESTEINE	-0.288630878231	0.914459951837	0.235137650185	0.486935719853	-0.0269032686882	0.508756721492	0.13104832572
D,L-MEVALONIC-ACID-LACTONE	-0.301840110868	0.298930130708	0.076603847446	-0.490305989017	0.294222812276	-0.00473612692301	0.194912992334
	-0.301840110868	0.298930130708	0.076603847446	-0.490305989017	0.294222812276	-0.00473612692301	0.194912992334
CPCCOET	-0.4418725363	0.117987235044	0.214536914043	0.603894965618	0.428032693543	0.0665958561543	0.651947726611
LAPPACONITE	1.43310130629	0.685825397826	-0.127549833549	-0.266589320022	-0.0576384223076	0.378879400315	-0.803132536024
TERFENADINE	-1.02197040627	-0.871031707308	0.749741281475	0.289594690787		-1.61645433879	-1.10213520338
SB-218078	-1.47366630002	-1.73122217706	-0.254578932932	0.517089255459	-0.669729520743	-0.796528210285	0.450256770196
HYDROQUINIDINE	0.120336090392	-0.0204543425941	-0.226655363208	-0.345486977483	0.213990754854	0.370714146453	-1.10014735662
DICLAZURIL	0.429459003621	-1.03786505298	-0.417172917756	-0.382492333267	-0.0299834022091	-0.913851133861	-1.45914911767
MONENSIN	-2.56166108297	-2.98156676163	-2.67989555739	-1.93912220582	-5.27140904424	-1.54922924503	-2.80996663446
ANISOTROPINE	-0.784682750397	-0.298794471788	-0.0430756880178	-0.533231195519	0.171696772805	0.625599176611	0.0722188285229
CPI-613	-0.118083630796	0.0180965138896	-0.162499951272	-0.390351735935	0.698266138675	0.295435437517	0.00992495270455
FUSIDIC-ACID	-0.241316336949	0.709578185712	0.207693843492	0.598394936578	0.507362946148	-0.210525066741	0.133814870322
HYDROCORTISONE-HEMISUCCINATE	0.721595870782	-0.181673603547	-0.202094594831	0.82639661267	0.762739652959	-0.346199058998	0.379078013844
MELUADRINE	-0.47913018465	-0.0599029760509	-0.00171008173317	0.0529066937677	0.264375385915	0.171199650909	-0.226513693111
RO-20-1724	-1.0075679593	0.000367434216715	-0.146919342362	-0.356224112917	-0.183637848056	-0.955046214883	-0.240269534459
8-M-PDOT	-0.65183122835	0.202208230238	0.247516716304	0.233654313145	-0.249313788303	-0.0572303168162	0.936929477654
ESMOLOL	0.588227538394	0.409423846148	-0.154114615616	0.906408548424	0.695245957709	0.756124406477	-0.728413924737
LABETALOL	-0.134710493852	0.337888910795	0.204524792794	0.403941853814	0.520305638035	0.598953265403	0.402723427199
BOPINDOLOL	0.553395780508	0.365177430026	0.32359978242	0.680809451614	0.167181074751	0.383937903477	0.0871114941487
MECLOCYCLINE-SULFOSALICYLATE	0.219636265571	-0.387547976958	-0.0946529830219	-0.319444953607		-0.0056418576846	0.0337649958051
ISOFLOXYTHEPIN	-0.229839468472	-0.768201659197	0.284201059547	0.90072487981	0.542556957511	-0.422639722545	0.753019385003
METAPROTERENOL	0.961649274577	0.359038823565	0.018004020594	1.01748639113	0.679582626493	0.727320487764	-0.0853197403042
METAPROTERENOL	-0.177558769464	0.101195499268	0.11674744607	0.20084087995	-0.105416752233	0.462108972135	0.796945077229
KAKONEIN	-0.273244158317	-0.0115898701886	0.0999953532956	0.137796830324	-0.0136613986449	-0.12796311104	0.735175087331
BICUCULLINE-(+)	-0.0337206559202	0.13364660632	-0.127504881828	0.490395951431	0.26370749719	-0.13277606798	-0.133332450838
VIGABATRIN	0.282825752171	0.0389372438564	0.0299901373402	0.0222556282877	0.144362404587	-0.231875245556	0.280291417963
METITEPINE	0.0782543544327	-0.507612679116	-0.287970534783	-0.0441220292418	0.2828710063	-0.392294854272	-0.592705672264
BUPARVAQUONE	-0.461406652467	-0.0684591887436	-0.32890443466	0.011496543187	-0.138285493918	0.352484910407	0.291039629229
GALETERONE	0.847056946297	-0.612644014803	-0.0742801443512	-0.651138529303		-0.0919489132803	-0.406765589779
CDBA	-0.934118027765	-0.392161184184	-0.191298473338	-0.889757523642	-0.0176048838912	-0.925599181528	0.152700905169
RACECADOTRIL	0.127345379064	-0.0903430637953	0.0882251367274	-0.0840076033667		1.21438128037	0.258422982847
