	NCIH1793_LUNG	MDAMB468_BREAST	SNU601_STOMACH	FTC133_THYROID	SKMEL30_SKIN	SUIT2_PANCREAS	PANC1_PANCREAS	NCIH1975_LUNG	FTC238_THYROID	OC314_OVARY
BETAMETHASONE	0.165945634044	0.609255355541	-1.11157546919	0.499096024858	0.523511059688	0.195344066728	0.606302837935	0.0217218205746	1.00064183797	-0.177290576406
MEPTAZINOL	-0.13656655582	-0.238855993801	-0.726996420856	-0.165139446121	0.0131519479789	-0.389897595986	-0.480526724264	-0.409691411564	0.21578608035	-0.417946871536
CILNIDIPINE	0.0393393622925	0.41216662947	-0.0273582296184	-0.113114413859	-0.229809615059	-0.0904415056777	-0.470647837979		-0.444131614108	-0.432179369607
BETAXOLOL	0.185690503085	0.367457939982	-0.390505564459	0.20455954306	-0.10999013762	0.189345406146	0.479663153282	0.187025960781	0.808415768296	0.458908005948
LOFEXIDINE	-0.657799406271	-0.895588509058	-0.301920403354	-0.585444725285	-0.441434918146	-0.661979389993	-0.564823060247	-0.645973121812	-0.306598833449	-0.681428715467
ALIZAPRIDE	-0.251438640397	0.111303294872	0.276403723848	0.519523291088	-0.0310912343392	0.195466568749	0.182680912864	-0.112044552621	-0.383460063428	0.0497880035794
MEPIVACAINE	-0.865169228888	0.1772277457	-0.719982418539	0.0863924487225	0.167298013378	-0.88849330714	0.318850414575		0.447192218318	0.00253929947488
ICI-89406	0.170136599601	0.28351728978	-0.0347409652373	0.390795814787	1.03772048355	0.137142796512	-0.298308751193	0.0852478968573	0.911123642593	0.170847140416
XL888	-2.00067781093	-3.60228534229	-5.13910612538	-4.09174305526	-4.47176150426	-2.51478814718	-3.14941397878	-3.16016249321	-3.83115460387	-4.68868207207
METOPROLOL	-1.07648860655	-0.173190716016	-0.23355970744	-0.569296667092	-1.32175454366	-1.17182359108	-1.23140227604	-0.361666696683	-0.314063678074	-0.837442913531
BISMUTH-SUBCITRATE-POTASSIUM		-0.219814006782	0.38176369063	0.0184848972309	0.478745322359		0.194680805575	0.113280708576	0.653171937172	
METHSCOPOLAMINE	0.384009297067	-0.0434680225839	-3.36128248396	-1.5639072422	-1.17404298721		0.945672777494	-0.0154098559677	0.0654017654134	-0.232745210676
PIRICAPIRON	0.025463208874	0.495729481214	0.522344673197	-0.195227568858	-0.0156518160837	-0.442962575841	-0.183802032641	-0.341774459872	0.204732771072	-0.0912584533998
EPERISONE	0.379742672726	0.121096103773	0.447583899163	0.121906335615	0.191612131831	-0.11065345485	-0.0845192132669	-0.0915164452032	0.632721938334	0.0180820298446
ISOPRENALINE	0.455474470189	0.274032667236	0.0281201098426	0.215330824063	0.579786483504	0.170929700738	0.580505453696	0.135560767558	0.483911281602	0.386976458362
SYNEPHRINE	0.0336915563377	0.135267986745	-0.0671885265854	-0.045771258097	-0.697718686891	-0.541331747532	-0.16128094124		0.168463129381	-0.35732094209
SYNEPHRINE	0.30146393623	0.548260849276	-0.242831335523	0.373539143831	0.510559569986		-0.0253553586782	0.266008059935	-0.248190755924	0.27984729791
