	HCC1395_BREAST	TOV112D_OVARY	HUCCT1_BILIARY_TRACT	RKN_SOFT_TISSUE	LMSU_STOMACH	SNU245_BILIARY_TRACT	TYKNU_OVARY
RAD52	10.150000000000002	21.71	0.81	15.229999999999997	11.590000000000003	7.570000000000006	8.62
BAD	110.27	19.89999999999999	37.989999999999995	81.37999999999998	75.42999999999999	20.76	39.54000000000001
LAP3	45.32999999999999	42.46999999999999	47.54	37.879999999999995	42.98999999999999	37.41	76.77
CD99	397.9500000000002	75.58	117.85	108.06999999999998	117.2	66.91000000000005	187.92999999999995
HS3ST1	0.09	0.72	22.78	0.1400000000000001	0.01	0.6600000000000001	0.0
AOC1	0.02	0.01	0.09	0.01	0.03	66.86000000000001	0.03
WNT16	0.09	0.1100000000000001	0.3999999999999999	0.02	0.07	0.1499999999999999	0.03
HECW1	0.1200000000000001	0.08	0.08	0.9700000000000002	1.0499999999999998	0.0	0.05
MAD1L1	34.09	16.420000000000005	13.420000000000002	55.88000000000001	68.56000000000004	14.97	30.200000000000003
LASP1	79.99000000000002	91.82	99.51000000000003	150.49999999999997	175.85000000000002	95.62	64.38000000000001
SNX11	9.38	14.919999999999998	12.0	11.060000000000002	8.7	10.03	9.6
TMEM176A	0.07	0.1400000000000001	0.06	0.02	0.04	3.259999999999999	0.0
M6PR	207.34000000000003	142.27	209.83	125.04	257.84000000000003	104.65	87.17999999999999
KLHL13	1.5700000000000005	8.05	0.02	0.1400000000000001	0.2099999999999999	0.1699999999999999	0.03
