gene_name	HCC1395_BREAST	TOV112D_OVARY	HUCCT1_BILIARY_TRACT	RKN_SOFT_TISSUE	LMSU_STOMACH	SNU245_BILIARY_TRACT	TYKNU_OVARY
XPOT	0.34	0.2	0.0	0.37	0.21	0.84	0.0
TNKS2	2.0	0.0		0.0	0.0	0.0	0.0
SNX14	100.0	100.0	83.98	97.22	94.62	96.91	95.71
PSMC3IP	4.07	1.66	0.0	1.23	3.45	7.59	2.98
CNOT3	0.0	0.0		0.0	0.0	0.0	0.0
EVC	92.59	92.31		97.96	93.88	100.0	98.0
ZNF638	92.0	88.64	94.48	93.18	88.52	97.22	88.35
KDM2B	90.32	100.0		94.44	100.0	91.94	100.0
OFD1	3.7	5.56		0.0	0.0	4.35	4.55
MTR	100.0	100.0		100.0	100.0	100.0	100.0
RP11-542C16.2	85.19	93.44		93.75	94.12	94.0	92.21
RPS6KC1	98.39	96.05	100.0	100.0	96.34	88.89	96.55
GTF2IP1	1.81	0.55	0.0	1.22	1.02	2.1	1.5
THUMPD1	0.67	0.0		0.0	0.0	0.0	0.0
GANAB	0.62	0.92		1.87	1.22	1.65	1.32
IQGAP1	99.42	98.98	97.87	99.78	99.64	98.35	99.56
AGO1	0.0	0.0		0.0	0.0	1.75	1.92
AADAT	82.61	85.71	100.0	95.0	88.35	70.37	92.86
EME2		11.57		7.48	14.06	4.43	5.99
RNF31	90.72	94.44		93.46	89.74	93.1	100.0
ARHGEF11	100.0	100.0		100.0	100.0	100.0	100.0
RAD50	0.0	0.0	0.0	0.0	0.0	0.0	2.2
MDN1	100.0	100.0		100.0	100.0	100.0	100.0
LONRF1	100.0	100.0		100.0	100.0	100.0	100.0
STX8	92.06	96.92	95.4	95.16	93.94	92.98	88.19
HERC1	100.0	100.0		100.0	100.0	100.0	100.0
PICK1	14.29	58.33				26.32	
LRRC40	100.0	96.81		82.42	93.68	100.0	100.0
C4orf48		100.0	100.0	100.0	100.0	100.0	95.38
MIOS	41.67		100.0	63.64		85.19	62.16
ZSWIM7	37.27	25.26	18.85	32.78	23.91	24.71	20.34
USP8	2.27	4.41	0.0	1.14	3.39	6.86	0.0
SLC44A2	97.59	93.75	100.0	98.53	94.29	89.16	97.22
KIAA1429	1.09	0.0	0.0	0.0	0.0	1.79	0.0
CEP44	100.0	100.0		100.0	100.0		100.0
CXorf23	0.0	0.0		0.0	0.0		
MPDU1	92.68	94.6	100.0	93.81	94.36	96.91	98.54
MED8	6.25	2.74		2.08	2.2	3.28	2.2
RECQL	96.61	98.41		93.46	94.74	74.29	94.67
NUDT5	3.32	1.8	0.94	2.3	2.66	6.42	1.99
POFUT2	93.94	100.0		100.0	100.0	100.0	100.0
RP11-396K3.1	99.19	100.0		100.0	100.0	100.0	99.39
PLIN3	100.0	94.23		100.0	100.0	85.71	100.0
EMC1	0.0	0.0		0.0	0.0	0.0	0.0
FBXO44	56.99	50.47		56.82			
GPAA1	100.0	100.0	100.0	100.0	100.0	98.72	98.9
SUCO	0.0	5.32		0.0	0.0	0.0	4.88
CC2D1A	4.12	1.52	0.0	0.0	0.0	8.64	2.63
C7orf55-LUC7L2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
LUC7L2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
WIPF2	100.0	92.0		100.0	100.0	91.67	82.35
URB1	0.0	0.0	0.0	0.0	0.0	0.0	2.88
GNL2	96.96	97.39	100.0	98.16	96.55	93.53	98.93
KIDINS220	26.37	32.24		32.76	36.31	28.89	32.23
PAN3	0.0	0.0		0.0	0.0	0.0	0.0
FNTA	90.35	94.19	100.0	93.18	91.79	95.95	96.92
RP11-598P20.5	90.35	94.19	100.0	93.18	91.79	95.95	96.92
THBS3	100.0	100.0		100.0	100.0	100.0	100.0
KIAA0753	0.0	0.91		1.75	1.05	0.0	0.0
RPSA	76.47	100.0		100.0	100.0	100.0	79.31
B3GNTL1	100.0	100.0		100.0	100.0	100.0	92.5
HN1	100.0	99.8	99.83	100.0	100.0	100.0	100.0
SYNE2	0.0	0.0		0.0		0.0	
MICAL1	100.0	100.0		100.0	100.0	100.0	100.0
GTF2H2B	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ARRDC1	0.0	0.0	0.0	0.0	0.0	1.4	0.0
SLC35C2	77.27	80.0	45.45	76.07	83.78	73.33	79.63
NFE2L1	2.23	4.79		4.11	6.06	3.15	11.38
FAM173B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIP2A	12.5	8.16		9.38	5.71	8.16	6.9
SMUG1	93.75	94.44	87.32	100.0	100.0	100.0	96.36
BECN1	100.0	100.0		100.0	100.0	100.0	99.19
WTAP	10.71	20.83	0.0	16.67	16.67	24.0	10.0
KIAA1468	0.0	0.0		0.0	0.0	0.0	0.0
BBS1	12.5	22.73		4.55	3.57	10.71	10.53
CTD-3074O7.11	12.5	22.73		4.55	3.57	10.71	10.53
POLR2J3	65.26	66.67	87.7	48.7	74.05	66.18	83.9
AC007246.3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
IL4I1	9.62	9.78		6.25	12.5	11.06	14.02
NUP62	9.62	9.78		6.25	12.5	11.06	14.02
PRMT7	2.27	0.0	0.0	0.0	0.0	0.0	0.0
UTP14A	7.41	24.32		5.88	6.67	4.17	9.62
CMIP	0.0	0.0		0.0	0.0	0.0	0.4
STYXL1	100.0	100.0	93.46	100.0		94.12	100.0
RP11-1415C14.4		100.0		100.0		100.0	100.0
C1orf63	100.0	100.0		100.0	100.0	96.3	100.0
HSPB7	100.0	100.0		100.0	100.0	96.3	100.0
ADCY7	0.0	0.0		0.0	0.0		
KLC1	31.58	11.92	14.71	8.26	12.68	8.99	7.27
UACA	100.0	100.0		100.0	100.0	100.0	100.0
CEP135	0.0	0.0		0.0	0.0	0.0	0.0
CEP76	0.0	0.0		0.0	0.0	0.0	0.0
MYL6B	3.03	4.21	5.1	5.38	4.72	1.37	1.37
RANGAP1	4.2	3.0	0.0	2.76	3.98	5.48	2.96
CPSF7	3.18	6.25	0.0	2.62	5.51	1.9	5.0
PSMC3	98.44	98.09		94.07	96.79	98.16	98.32
ZNF598	94.74	94.12		92.37	92.21	90.0	95.56
MYL6	100.0	100.0	26.53	88.89	65.33	91.3	60.61
TTC38	0.62	1.27		0.0	0.69	0.0	0.0
TSC1	3.7	1.61		2.27	4.76	8.82	0.0
MFN2	1.33	0.6		0.52	0.53	2.13	1.63
NF1	0.0	0.0		0.0	0.0	0.0	0.0
HMGXB3	0.0	0.0		0.0	0.0	0.0	0.0
NCOA2	100.0	100.0		100.0	100.0	100.0	100.0
HSPA1L	36.36	2.78		11.11	0.34	0.0	1.18
FYTTD1	0.0	2.35		1.88	2.86	2.94	0.89
SBNO2	0.0	0.0		0.0	0.0		0.0
PRC1	76.12	86.47	92.83	91.71	92.98	100.0	78.82
C12orf49	1.08	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R13B	96.43	94.74		100.0	91.67	80.39	
RP11-219B17.1		96.43	100.0	100.0	100.0	100.0	100.0
CCNL2	79.01	73.68		81.82	82.58	79.41	92.18
CAD	96.55	100.0		100.0	100.0	95.65	94.74
TTLL4	96.55	100.0		100.0	100.0	95.65	94.74
CASC5	100.0	96.23		97.35	100.0	100.0	100.0
ZSCAN16	0.0			0.0		0.0	
CLCN2	0.0	3.03		0.0	0.0	3.67	0.0
KIAA1731	9.38	5.0	13.73	10.53	14.81	15.0	5.0
ZFYVE1	6.67	4.0		6.12	7.69		4.76
SLC11A2	100.0	100.0		100.0	100.0	100.0	100.0
CREM	14.81	4.0	31.58	6.91	5.36	0.0	13.13
WDHD1	1.28	1.33		1.0	1.45	0.0	0.0
HIF1A	100.0	100.0	100.0	99.74	100.0	100.0	100.0
ACSF3	65.52	85.71		72.0	80.0	89.39	73.33
PQBP1	3.31	1.22	0.38	1.0	1.59	1.69	0.73
RPS2	0.34	0.31	0.18	0.16	0.54	0.21	0.3
CDS2	1.54	1.1	0.0	0.46	0.0	1.49	1.72
KIAA0196	2.99	3.14	0.27	0.0	1.45	8.46	2.22
DDX12P	3.03	3.12		0.0	2.01	0.0	0.0
SYNJ2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UHRF1	0.0	0.0		0.0	0.0	0.0	0.0
MGAT4B	1.71	0.0	0.0	0.3	0.0	0.53	0.26
SHKBP1	12.24	11.94	0.0	9.09	0.0	7.69	7.69
CCNC	0.45	1.12	2.94	0.93	0.0	0.0	0.0
CAPZB	100.0	100.0	100.0	99.66	100.0	100.0	99.68
MAP4	93.62	93.05	100.0	94.68	94.39	98.92	91.27
OCRL	0.0	0.0		0.0	3.12	2.17	0.0
PCYOX1L	2.63	1.92		0.0		0.0	0.0
MRPL47	0.26	0.78	0.0	0.65	1.59	0.9	0.49
NFIL3	0.0			0.0	0.0	0.0	
SEC63	0.0	0.0		0.58	0.0	0.0	0.0
C11orf30	100.0	100.0		100.0	100.0	100.0	100.0
TXN2	28.86	13.48		17.14	2.74	10.67	17.73
MORN1	0.0	0.0		0.0	0.0	0.0	0.0
ANLN	97.17	95.05	100.0	96.11	95.29	96.34	95.46
TMEM135	0.0	0.0		0.0	0.0	0.0	0.0
PMF1	20.0	0.67	8.79	0.0	0.71	1.45	3.07
PMF1-BGLAP	20.0	0.67	8.79	0.0	0.71	1.45	3.07
SLC30A7	100.0	100.0		100.0	100.0	100.0	100.0
CCDC18	80.0	85.0		90.32	100.0		100.0
SLC43A2	0.0	0.0		0.0	0.0	0.0	0.0
CBWD7	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DTNB	74.0	78.35		90.91		100.0	76.19
LRBA	0.0	0.0		0.0	0.0	1.16	0.74
TRA2A	0.0	2.74	0.0	5.29	2.4	2.9	2.65
STAT5B	0.0	1.08		2.38	5.26	2.63	1.15
EZR	0.0	0.0		0.0	0.0	0.0	0.0
C9orf41	0.0	0.0		0.0	0.0	0.0	0.0
GNL2	0.0	0.0		0.0	0.0	0.0	0.0
UFL1	0.0	1.08		0.0	0.0	4.13	0.0
KIAA0368	1.22	1.72		0.0	1.5	1.31	0.0
PSD3		0.0		0.0	0.0		
DCAF13	0.0	0.0	0.0	0.54	0.29	0.0	0.16
FAM73B	6.12	11.43		6.67	12.12	6.19	6.82
HLA-A	11.93	0.24	0.47	13.8	3.54	7.8	6.25
WDR11	0.0	0.0		0.0	0.0	0.0	0.0
KBTBD4	2.17	11.25		3.75	4.92	2.41	11.58
UBOX5	100.0	100.0		100.0		100.0	100.0
FANCL	100.0	100.0	100.0	100.0	100.0	100.0	94.31
WASH6P	100.0	100.0		80.0	63.64	40.0	38.89
MYO18A	0.0	0.0		0.0	0.0	0.0	0.0
SEC22A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBE4A	0.0	0.0		0.0	0.0	3.09	0.0
SFI1	47.5	14.71		17.07	42.86	28.36	21.43
FGD5-AS1	67.69	91.11		92.98	81.4	86.52	94.44
NOL8	0.0	0.0		0.0	0.0	0.0	0.0
PER3	5.41	6.15		4.88	0.0	0.0	0.0
BUB1B	1.33	0.83		0.79	1.49	4.17	1.08
SMPD2	0.0	4.48		7.69	0.0	3.06	0.0
LIMK2	0.0	0.0		0.0	0.0	0.0	0.0
MED13	100.0	97.3		100.0	100.0	100.0	100.0
ERO1L	100.0	100.0	100.0	100.0	100.0	100.0	100.0
FAM13B	0.0	0.0		0.0	0.0	0.0	0.0
C2orf15	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CCP110	98.62	100.0		100.0	100.0	100.0	100.0
AC005779.2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
FAM192A	78.57	68.18		71.43	50.0	100.0	75.0
DHRS3	2.52	0.0	18.18	2.19	0.0	4.4	
EMC1	1.38	1.3		0.0	0.54	4.35	0.35
YY1AP1	0.0	0.0		0.0	0.0	0.0	0.0
ZNF736	0.0	0.0		0.0			0.0
DIAPH2		100.0		100.0		43.45	85.51
MTFR1L		72.73		60.0	69.23	80.0	73.33
CELSR1	0.0	0.0		0.0	0.0	0.0	0.0
UBAP2L	100.0	100.0	100.0	98.86	100.0	97.47	99.63
AMPD2	0.0	0.0		0.0	0.0	0.0	0.0
FOXM1	27.59	0.0		0.0	0.0	0.0	18.18
FOXP4	0.0	0.0		0.0	0.0	0.0	0.0
PLEKHM2	5.91	1.69		1.16	2.22	2.56	3.31
UQCRQ	4.33	4.37	5.85	5.12	8.09	4.42	6.67
AGTPBP1	6.67	5.26		0.0	5.56	0.0	0.0
SPRTN	0.0	0.0		0.0	0.0	0.0	0.0
TMCO1	0.0	26.39	0.0	22.39	28.38	22.55	14.58
ZFYVE26	3.45	1.45		1.33	4.17	0.0	0.0
SHC1	98.73	100.0		100.0	100.0	100.0	99.71
NOP14-AS1	100.0	85.51	69.23	65.45	72.55	89.39	100.0
XRCC3	20.48	18.18	0.0	18.82	23.33	12.12	13.48
NFIX	70.59	85.0		77.11	62.24	88.0	70.59
LTB4R	0.0	0.0		0.0		0.0	0.0
ZNF595		92.86		8.53	8.33	92.0	73.08
RNF10	16.33	12.31	40.0	12.97	11.76	15.31	14.56
ABCD4	100.0	100.0		100.0	100.0	100.0	100.0
MAN2C1	24.04	35.0		28.81	33.87	48.06	36.14
DCAF17	100.0	100.0		82.35		82.35	100.0
JTB	100.0	100.0	97.25	100.0	100.0	100.0	99.04
PGS1	49.25	51.06	37.5	52.87	45.45	63.41	31.43
VARS2	2.38	0.96		0.0	1.32	2.38	0.0
NDUFS8	36.11			20.0	52.94		36.36
CCDC92	2.08	0.0		0.68	0.0	0.0	0.0
LRP8	30.0	40.0		14.58	30.43	43.75	23.26
CLOCK	100.0	100.0	68.75	98.61	97.62	96.59	95.56
ARHGAP32	0.0	0.0		0.0	33.33	3.45	0.0
ARHGAP21	100.0	100.0		100.0	100.0	96.59	100.0
ABCD1	5.88	9.68		3.33	6.25	9.09	8.33
SLC35D1	100.0	100.0		100.0	100.0	100.0	100.0
MTMR6	100.0	100.0		100.0	100.0	100.0	100.0
PCYT1A	0.0	0.0	0.0	0.0	0.0	0.0	0.76
FAM178A	100.0	100.0		100.0	100.0	100.0	100.0
OCIAD2	93.55		99.37	100.0		100.0	100.0
ARHGAP26	0.0			0.0	0.0	0.0	
METTL18	0.0	0.0		0.0	0.0	0.0	0.0
REV3L	4.17	0.0		0.0	0.0	0.0	
MKL1	100.0	100.0		100.0	100.0	100.0	100.0
TMEM161B	100.0	96.51		96.2	92.31	100.0	97.14
ZNF136	80.0	100.0		100.0			100.0
PQBP1	77.86	91.55	62.59	96.55	77.51	94.35	89.2
CLCN2	0.0	4.17		0.0	0.0	1.54	0.0
HSPG2	1.3	5.56			1.05	15.38	3.0
SAR1B	100.0	100.0	100.0	100.0	100.0	99.27	100.0
HERC2	100.0	93.55		97.94	100.0	100.0	100.0
GMCL1		0.0	0.0	0.0		0.0	0.0
PHLDB1	100.0	100.0		100.0	100.0	100.0	100.0
CLCN6	51.61	79.07		63.64	62.5	42.86	60.87
CBWD1	2.56	1.67	0.0	1.5	4.92	1.53	0.72
NCOA3	3.9	0.0		0.72	0.0	7.14	0.0
XPO6	2.47	0.0		0.0	1.66	10.13	0.0
KDM5B	70.37	100.0		100.0	100.0	100.0	100.0
E2F1	3.19	1.8	5.0	0.86	1.88	2.84	0.61
ZZEF1	2.44	7.32		0.0	3.17	9.3	0.0
NAV1	0.0	0.0		0.0	0.56		0.0
TRIP11	100.0	96.81	100.0	96.25	100.0	100.0	100.0
VRK2	100.0	100.0		100.0	100.0	100.0	100.0
CTH			0.0	0.0	0.0	0.0	0.0
ZMYM6	11.54	31.82		14.58	13.33	28.57	10.53
AC009403.2	8.7	21.21	39.53	14.58	12.0	14.52	13.33
LRPPRC	95.35	100.0	100.0	95.18	94.67	100.0	95.65
AMMECR1L	100.0	86.67		91.3	91.07	100.0	93.22
SMARCAL1	3.23	1.69		0.0	0.0	0.0	1.56
RHBDF2	100.0	100.0		100.0	97.18	100.0	100.0
FAM219B	80.16	72.12	70.0	78.52	73.58	78.46	83.48
PLEKHM1	100.0	100.0		100.0	100.0	100.0	100.0
RMDN1	72.13	90.0	99.08	93.41	85.23	85.03	82.29
ACACA	0.0	0.0		0.0	0.0	0.0	0.0
AMBRA1	100.0	100.0		100.0	100.0	100.0	100.0
ASAP2	100.0	100.0		100.0	100.0	100.0	100.0
EZR	97.24	97.68	98.98	98.59	95.88	93.28	98.39
PFKL	2.22	0.92		0.0	0.0	1.09	0.0
NPLOC4	100.0	100.0		100.0	100.0	100.0	100.0
PTPRK	13.21	9.8		13.82	10.62	10.38	20.0
SLC25A14	3.85	3.77	0.0	0.0	0.0	2.38	0.0
RP2	100.0	100.0		100.0	100.0	100.0	100.0
FUK	0.0	0.0		0.0	0.0	2.9	0.0
NONO	100.0	100.0	100.0	100.0	100.0	99.87	100.0
ALDH16A1	11.11	9.09		5.05	0.0	12.2	4.76
C2orf68	4.17	2.82	3.45	1.72	0.0	3.33	2.56
GK5	0.0	13.79		16.0	0.0	23.46	27.59
KIAA1407	0.0	13.79		16.0	0.0	23.46	27.59
KIAA1109	5.88	13.64		0.0	2.04	8.33	5.26
PEX5	2.35	1.32		0.0	0.0	0.0	0.0
TGIF1	94.55	95.5	95.77	94.87	96.85	92.76	99.37
SIDT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FER	0.0	0.0		0.0	0.0		0.0
C5orf45	100.0	100.0		100.0	100.0	100.0	100.0
DYRK4	43.48	24.71	86.11	38.1	81.98	89.47	71.76
CNOT1	83.77	89.93		90.32	90.09	88.95	87.32
TTC5	100.0	100.0		100.0	100.0	100.0	100.0
ELL2	95.08			95.83	96.08		92.27
CTD-3138B18.4	0.0	0.0	0.0	0.0	0.0	1.19	0.76
LRRC37B		13.73	0.0	9.52	14.29	5.0	13.33
CAPNS1	3.17	0.0		2.94	4.11	5.1	2.25
IFT172	0.0	2.86	0.0	0.0	0.0	6.67	4.55
NFRKB	4.55	3.45		3.45	6.25	3.23	3.77
NBPF24	72.73	100.0		100.0	100.0	100.0	100.0
ORC3	64.71	70.09	70.0	66.1	63.89	68.09	72.0
UBE2O	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGCX	93.15	94.06		100.0	100.0	91.04	89.36
KIAA1109	5.56	0.0		0.0	0.0	34.29	0.0
EDF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNB1		63.64				44.44	
ECT2	0.0	0.0		0.0	0.0	0.0	0.0
MYL12A	43.48	38.46	15.79	40.0	30.77	41.89	45.83
AC093616.4	0.0	0.0		0.0	0.0	0.0	0.0
FAM76B	1.79	1.92		2.38	3.33	5.63	0.0
NPIPA2	0.0	0.0		0.0	0.0	0.0	
CHD8	1.06	0.62		0.33	1.83	1.34	0.83
ABCB6	4.84	0.0	0.0	0.0	4.71	0.0	5.33
TRMT112	35.0	23.81	14.55	26.67	22.22	25.0	12.12
HCG25	97.46	89.58	100.0	100.0	100.0	98.28	90.91
SLC35F5		100.0	93.44	100.0	100.0	100.0	100.0
ZNF280D	0.0	0.0		6.06	0.0	0.0	0.0
EDEM1	100.0	100.0		100.0	100.0	100.0	100.0
STX8	94.29	97.01	94.74	99.05	98.0	100.0	97.01
AMPD2	100.0	100.0		91.8	91.04	90.0	92.52
CDC25C	85.71	75.0	100.0	67.83	51.85	70.31	84.75
FANCA	0.0	0.0		0.0	0.0	0.0	0.0
FAM219A	0.0	0.0		0.0	0.0		0.0
HERC3	0.0			0.0	2.22	0.0	1.75
WSB1	94.49	100.0		95.83	95.05	100.0	93.9
RAD54L	100.0	100.0		100.0	100.0	100.0	100.0
TMEM63A	0.0	0.0		0.0	0.0	7.2	0.0
PLIN3	100.0	97.89		100.0	100.0	100.0	97.8
TSC1	100.0	100.0		100.0	100.0	100.0	95.35
SPAG9	100.0	100.0		100.0	100.0	100.0	100.0
MAP3K15	100.0	34.21	100.0	100.0	100.0	100.0	80.0
HLTF	1.07	0.0		1.28	3.29	0.0	2.78
PLD2	7.46	7.84		2.78	10.2	19.51	4.0
RP11-22B23.1	38.5	27.03		23.68	26.01	19.67	17.05
TBC1D17	0.0	0.0		0.0	0.0	0.0	0.0
VEZT	85.71	96.67		100.0	94.74	100.0	100.0
TSEN15	9.76	5.26	0.0	16.67	7.04	4.17	0.99
RAD17	80.56	74.29		82.46	84.21	87.8	78.69
SUPT5H	3.31	3.12		0.0	0.0	6.98	0.0
WDR62	3.31	3.12		0.0	0.0	6.98	0.0
RUNX1	82.98		76.92	89.91	82.0	79.45	85.71
SC5D	100.0	100.0	100.0	100.0	100.0	97.19	100.0
EIF4G1	93.19	94.01	100.0	95.49	100.0	90.48	92.04
FBF1	0.0	0.0		0.0	0.0	0.0	0.0
RP11-552F3.12	0.0	0.0		0.0	0.0	0.0	0.0
CCDC138	0.0	0.0		0.0	0.0	0.0	0.0
TGDS	82.61	88.64		91.43	86.67	89.11	86.36
SEPT8	29.63	33.02		21.82	24.03	27.75	25.0
NUP214	100.0	100.0		100.0	100.0	100.0	100.0
TUBGCP2	100.0	100.0		98.72	99.12	97.65	100.0
CROCC		88.89		100.0		100.0	100.0
LHX9		88.89		100.0		100.0	100.0
TMEM55B	18.75	14.91		3.28	14.71	32.35	9.76
NUDCD2	7.41	5.88	0.0				7.69
RUSC1	97.62	85.37		91.67	98.72	98.77	87.27
SMARCC2	1.57	0.0		0.0	1.43	1.15	0.55
CELSR1	5.74	8.0		2.65	0.0	0.0	0.0
ERLIN1	5.08	5.75		4.23	7.26	2.3	3.16
CMC2	22.38	24.6	19.6	24.93	23.34	28.23	25.13
DDX46	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PITPNC1	91.23	92.0	91.14	86.13		93.75	86.36
ANKRD54	100.0	100.0		94.25	96.72	100.0	100.0
ARIH2	25.42	14.41		12.71	13.56	25.89	15.94
RABL2A	11.76	29.79		8.51	17.86	16.07	14.29
RNF34	22.02	12.66		3.78	16.6	19.73	10.8
RTTN		100.0	100.0	100.0	100.0	100.0	95.12
KB-1896H10.1	100.0	100.0		100.0	100.0	100.0	100.0
SPECC1L	100.0	100.0		100.0	100.0	100.0	100.0
SLC35C2	11.35	11.11		11.51	10.61	13.11	6.37
PHF1	90.32	100.0		91.4	93.06	100.0	100.0
TBPL1	90.32	100.0		91.4	93.06	100.0	100.0
FSBP	0.0	0.0	0.0	0.0	0.0	4.69	0.0
RAD54B	0.0	0.0	0.0	0.0	0.0	4.69	0.0
AC011330.5	0.0	0.0		0.0	0.0	0.0	0.0
NBPF12	100.0	100.0		100.0	100.0	100.0	100.0
RAC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADSYN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNAP23	94.03	96.61		100.0	100.0	100.0	99.19
LARS	99.54	99.55		100.0	100.0	100.0	99.69
PDHA1	2.82	3.86	0.0	1.06	0.99	2.56	1.42
SDAD1	100.0	100.0		100.0	100.0	100.0	100.0
SRPK2	16.25	15.69		3.57	4.35	25.49	11.63
UHRF1BP1L		100.0	58.33	71.43	88.24		53.85
UHRF1	100.0	100.0		100.0	100.0	100.0	100.0
NCEH1	0.0			4.55	2.56	6.06	2.36
DHCR7	100.0	100.0		100.0	100.0	100.0	
AP001816.1	88.42		100.0	100.0	100.0	100.0	84.62
RB1CC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZCCHC4	100.0	100.0		100.0	100.0	100.0	97.14
MAPK12	14.41	10.67		4.67	7.05	8.57	12.5
ITSN2	0.0	0.0		0.0	0.0	0.0	0.0
TRIM37	0.0	0.0		0.0	0.0	0.0	0.0
AC125232.1	1.37	0.0	0.0	0.0	1.3	1.96	0.0
DNAJC2	6.1	5.04	3.03	2.97	6.25	15.75	4.4
TCF7L2	0.0	0.0		0.0	0.0	0.0	0.0
EPN2	0.0	0.0		0.0	0.0	0.0	0.0
CCDC125		40.0		86.67		50.0	
RTN4IP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP29	96.12		70.0	94.95	95.24	94.74	96.19
LYRM5	56.72	31.61	92.49	37.76	36.11	44.47	55.05
NUP188	0.52	0.61		0.0	0.0	1.27	0.38
TRMT1	2.45	0.46		0.0	1.67	1.33	0.36
POLR3E	3.26	2.42		3.94	0.0	8.46	1.53
ACVR1	0.0	0.0		0.0	0.0	0.0	0.0
FKBP14	0.0	0.0		0.0	1.12	10.17	1.0
UTP20	0.0	0.0		0.0	0.0	0.0	0.0
PHKG2	97.44	100.0	100.0	100.0	100.0	100.0	100.0
DDX31	100.0	97.94		100.0	100.0	100.0	100.0
HYI	100.0	100.0	0.0	100.0	27.78		100.0
RPGR		100.0		100.0	100.0	100.0	100.0
AGAP3	1.18	3.92		4.95	3.66	6.49	6.38
CTSV	0.0	0.0	0.0	0.0		2.0	1.61
BRCA1	50.0	32.14		53.03	41.03	33.73	24.49
NEURL4	18.6	7.14		17.07	10.94	12.82	6.0
RP11-542C16.2	18.6	7.14		17.07	10.94	12.82	6.0
CD151	0.9	0.36		0.5	1.14	1.05	0.8
ZNF672	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HHLA3	18.52	41.18	0.0	31.58	43.75	25.0	17.02
EP400	0.0	0.0		0.0	0.0	0.0	0.0
MAP3K10	100.0	100.0		100.0	100.0	100.0	100.0
TXNDC11	0.0	0.0		0.0	0.0	0.0	0.0
SCAMP3	95.45	97.16	86.84	97.03	98.09	85.22	90.98
TSTD3	66.67	73.08	69.23	58.93	70.0	73.33	63.64
IGF1R					0.0	0.0	0.0
RNF115	100.0	97.89	100.0	100.0	100.0	100.0	100.0
KIAA2018	0.0	0.0		0.0		6.67	0.0
RPN2	96.56	98.73	92.35	97.04	98.02	95.17	93.81
AC011330.5	100.0	100.0		100.0	100.0	100.0	100.0
ITGB1	1.51	0.91	0.0	1.37	1.99	3.09	0.68
STAG2	100.0	100.0		100.0	100.0	98.45	100.0
ADARB1	0.0	2.17		1.45	0.0	0.0	0.0
RPL10	83.07	90.86	89.38	94.36	96.27	94.01	94.01
HMHA1		0.0		0.0	0.0		0.0
PARL	96.86	98.35	100.0	93.3	94.68	95.42	96.84
ARID1B	0.0	2.27		0.0	1.72	5.75	3.23
IQCE	100.0	100.0		100.0	100.0	100.0	100.0
GIT2	0.0	0.0		0.0	0.0	2.13	0.0
SMG5	100.0	100.0		100.0	100.0	100.0	100.0
CRBN	0.0	0.0	0.0	11.76	6.25	5.41	0.0
BCAR3	0.0		0.0	0.23	0.0	2.08	0.41
C10orf88	100.0	100.0		87.5	91.43	100.0	92.11
ARHGEF10	86.67	97.65		100.0	100.0	100.0	96.77
CAMK2G	15.15	7.69		2.86	4.0	10.69	5.0
OCEL1	100.0	100.0		100.0		100.0	100.0
STRADA	81.25	86.41		92.86	82.05	69.57	80.85
CHFR	16.67	19.51		13.95	21.05	20.0	11.9
ZNF592	4.92	0.0		0.0	10.53	5.0	0.0
TTC8	0.72	0.84		1.27	0.0	3.33	0.0
DOM3Z	5.61	12.84	0.0	2.94	4.26	12.5	2.38
FAM13B	0.0	0.0		0.0	0.0	0.0	0.0
RIPK2	0.0	0.0	0.0	0.0	0.0	6.06	0.0
RAB11FIP5	0.0	0.0		0.79	4.49	0.0	0.0
HMGCL	2.15	1.03		0.78	2.34	0.0	1.57
EVI5L	0.0	0.0		0.0	0.0	0.0	0.0
SLC25A17	96.91	100.0	100.0	96.15	100.0	100.0	100.0
PMS2P3	0.0			0.0		0.0	0.0
VPS13B	0.0	0.0		0.0	0.0	0.0	0.0
SF1	5.07	3.06		3.22	3.67	7.42	2.09
HM13	30.77	32.84		21.78	28.95	22.22	20.0
CCT7	97.54	98.99	100.0	98.02	99.22	99.16	98.54
ZBTB7B	6.52	8.22		9.38	4.35	16.04	9.38
GUK1	95.31	95.99	98.95	96.96	94.95	96.33	97.54
